"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.448727208E0,-8.359558105E0,-2.622956848E1,-3.977066040E1,4.836918340E1
6.458790208E0,-8.197212219E0,-2.646794510E1,-3.992813110E1,4.860043271E1
6.468854208E0,-8.285644531E0,-2.664592361E1,-4.012094116E1,4.887071792E1
6.478917208E0,-8.210899353E0,-2.650801468E1,-4.003814697E1,4.871495585E1
6.488980208E0,-8.159545898E0,-2.592945862E1,-3.984304810E1,4.823259785E1
6.499043208E0,-8.450088501E0,-2.615109253E1,-3.955859375E1,4.816810123E1
6.509106208E0,-8.449501038E0,-2.628958893E1,-4.022549438E1,4.879166888E1
6.519170208E0,-8.309898376E0,-2.637218857E1,-3.990255737E1,4.854648109E1
6.529233208E0,-8.572509766E0,-2.647126007E1,-3.980212402E1,4.856361406E1
6.539296208E0,-8.518997192E0,-2.634633636E1,-4.011532593E1,4.874363679E1
6.549359208E0,-8.386726379E0,-2.613916016E1,-3.979486084E1,4.834484277E1
6.559422208E0,-8.425842285E0,-2.589143753E1,-3.956997681E1,4.803274321E1
6.569486208E0,-8.532142639E0,-2.623516464E1,-3.971978760E1,4.836055054E1
6.579549208E0,-8.373626709E0,-2.610450745E1,-3.960812378E1,4.817018167E1
6.589612208E0,-8.470985413E0,-2.645918274E1,-3.972778320E1,4.847827042E1
6.599675208E0,-8.489692688E0,-2.634792328E1,-3.979840088E1,4.847886813E1
6.609739208E0,-8.547309875E0,-2.603746033E1,-3.947351074E1,4.805376048E1
6.619802208E0,-8.414802551E0,-2.604454041E1,-3.950582886E1,4.806076883E1
6.629865208E0,-8.332717896E0,-2.602275848E1,-3.933633423E1,4.789535820E1
6.639928208E0,-8.361297607E0,-2.621239090E1,-3.965713501E1,4.826685293E1
6.649991208E0,-8.225723267E0,-2.615135193E1,-3.955007935E1,4.812239091E1
6.660055208E0,-8.434020996E0,-2.614900970E1,-3.998458862E1,4.851464466E1
6.670118208E0,-8.473808289E0,-2.634988403E1,-4.000329590E1,4.864550851E1
6.680181208E0,-8.608734131E0,-2.631228256E1,-4.027160645E1,4.886971253E1
6.690244208E0,-8.870109558E0,-2.626894379E1,-3.984957886E1,4.854611402E1
6.700308208E0,-8.740653992E0,-2.589261627E1,-4.017218018E1,4.858632184E1
6.710371208E0,-8.729110718E0,-2.588970184E1,-3.974865723E1,4.823307772E1
6.720434208E0,-8.602592468E0,-2.600875092E1,-3.989193726E1,4.839242068E1
6.730497208E0,-8.437278748E0,-2.596002197E1,-3.980697632E1,4.826702577E1
6.740560208E0,-8.454467773E0,-2.597090149E1,-3.953561401E1,4.805237273E1
6.750624208E0,-8.444099426E0,-2.592153549E1,-3.969442749E1,4.815471307E1
6.760687208E0,-8.487907410E0,-2.596895218E1,-3.953839111E1,4.805949876E1
6.770750208E0,-8.385452271E0,-2.599382019E1,-3.971548462E1,4.820076987E1
6.780813208E0,-8.248435974E0,-2.587483215E1,-3.975872803E1,4.814872884E1
6.790876208E0,-8.323959351E0,-2.588224792E1,-3.965798950E1,4.808258716E1
6.800940208E0,-8.301383972E0,-2.590977097E1,-3.978952026E1,4.820202413E1
6.811003208E0,-8.495193481E0,-2.581293106E1,-3.977590942E1,4.817259275E1
6.821066208E0,-8.318649292E0,-2.609274292E1,-4.022799683E1,4.866541778E1
6.831129208E0,-8.357299805E0,-2.607331848E1,-4.000735474E1,4.847938562E1
6.841193208E0,-8.339012146E0,-2.612206268E1,-3.992147827E1,4.843166020E1
6.851256208E0,-8.224113464E0,-2.634743500E1,-3.982452393E1,4.845426791E1
6.861319208E0,-8.460502625E0,-2.615110016E1,-4.012527466E1,4.863638361E1
6.871382208E0,-8.428482056E0,-2.608116150E1,-3.988912964E1,4.839843963E1
6.881445208E0,-8.334342957E0,-2.600947189E1,-3.967730713E1,4.816889662E1
6.891509208E0,-8.318443298E0,-2.617279434E1,-3.983605957E1,4.838515583E1
6.901572208E0,-8.314857483E0,-2.578528976E1,-3.980847168E1,4.815321838E1
6.911635208E0,-8.368568420E0,-2.594678879E1,-3.993328857E1,4.835221114E1
6.921698208E0,-8.578758240E0,-2.616446304E1,-3.962670898E1,4.825401832E1
6.931762208E0,-8.371459961E0,-2.615105057E1,-3.959899902E1,4.818754519E1
6.941825208E0,-8.358451843E0,-2.599767303E1,-3.971798706E1,4.820022009E1
6.951888208E0,-8.301856995E0,-2.622891617E1,-4.004302979E1,4.858313604E1
6.961951208E0,-8.143577576E0,-2.608626938E1,-4.000073242E1,4.844450330E1
6.972014208E0,-8.430366516E0,-2.611104584E1,-3.981750488E1,4.835588371E1
6.982078208E0,-8.304969788E0,-2.607590866E1,-4.002401733E1,4.848553907E1
6.992141208E0,-8.309669495E0,-2.629000092E1,-3.985086060E1,4.845932155E1
7.002204208E0,-8.309806824E0,-2.628125763E1,-3.981790161E1,4.842749922E1
7.012267208E0,-8.422607422E0,-2.613311768E1,-3.969784546E1,4.826799239E1
7.022330208E0,-8.632858276E0,-2.590668106E1,-3.948965454E1,4.801161507E1
7.032394208E0,-8.679100037E0,-2.605730438E1,-3.998672485E1,4.851028812E1
7.042457208E0,-8.530868530E0,-2.611907959E1,-3.982510376E1,4.838409786E1
7.052520208E0,-8.622093201E0,-2.605068588E1,-3.994940186E1,4.846579654E1
7.062583708E0,-8.412399292E0,-2.625037003E1,-4.013214111E1,4.868715579E1
7.072647708E0,-8.417068481E0,-2.602024078E1,-3.976522827E1,4.826151004E1
7.082710708E0,-8.250793457E0,-2.618473434E1,-3.968328857E1,4.825431895E1
7.092773708E0,-8.225410461E0,-2.631604004E1,-3.979937744E1,4.841675108E1
7.102836708E0,-8.165206909E0,-2.617824173E1,-3.982601929E1,4.835372536E1
7.112899708E0,-8.239662170E0,-2.597860336E1,-4.006414795E1,4.845529709E1
7.122963708E0,-8.220420837E0,-2.608443069E1,-3.994152832E1,4.840762882E1
7.133026708E0,-8.447334290E0,-2.621570969E1,-3.994003296E1,4.851625628E1
7.143089708E0,-8.468574524E0,-2.625834656E1,-4.021902466E1,4.877281479E1
7.153152708E0,-8.549118042E0,-2.626478195E1,-4.029418945E1,4.885230695E1
7.163215708E0,-8.333679199E0,-2.635092926E1,-4.050570679E1,4.903604760E1
7.173279708E0,-8.376098633E0,-2.602863312E1,-4.024807739E1,4.865754314E1
7.183342708E0,-8.502342224E0,-2.608850861E1,-4.032437134E1,4.877453258E1
7.193405708E0,-8.305076599E0,-2.605257416E1,-4.024667358E1,4.865702058E1
7.203468708E0,-8.429412842E0,-2.582222366E1,-4.038891602E1,4.867347093E1
7.213532708E0,-8.352729797E0,-2.603870010E1,-4.034130859E1,4.873605623E1
7.223595708E0,-8.487861633E0,-2.599294281E1,-4.043453979E1,4.881217962E1
7.233658708E0,-8.760177612E0,-2.579451370E1,-3.984408569E1,4.826643568E1
7.243721708E0,-8.634521484E0,-2.575863647E1,-3.987106323E1,4.824690661E1
7.253784708E0,-8.646560669E0,-2.558767700E1,-3.957086182E1,4.790976237E1
7.263848708E0,-8.572746277E0,-2.567277145E1,-3.949676514E1,4.788086913E1
7.273911708E0,-8.451553345E0,-2.594347382E1,-3.980761719E1,4.826115388E1
7.283974708E0,-8.356529236E0,-2.609200668E1,-3.984170532E1,4.835272357E1
7.294037708E0,-8.313034058E0,-2.614622498E1,-4.014462280E1,4.862429800E1
7.304100708E0,-8.491447449E0,-2.605425262E1,-3.986114502E1,4.837188896E1
7.314164708E0,-8.373748779E0,-2.606211090E1,-4.021548462E1,4.864810887E1
7.324227708E0,-8.377517700E0,-2.602558517E1,-3.996618652E1,4.842323772E1
7.334290708E0,-8.390769958E0,-2.579137802E1,-3.982907104E1,4.818666933E1
7.344353708E0,-8.107048035E0,-2.587264633E1,-4.011224365E1,4.841601127E1
7.354417708E0,-8.391830444E0,-2.620009232E1,-3.988793945E1,4.845529248E1
7.364480708E0,-8.246910095E0,-2.603549194E1,-3.990606689E1,4.835651499E1
7.374543708E0,-8.284027100E0,-2.607173920E1,-4.008084106E1,4.852663712E1
7.384606708E0,-8.474784851E0,-2.623039246E1,-3.997753906E1,4.855985066E1
7.394669708E0,-8.557815552E0,-2.616572189E1,-3.983819580E1,4.842481857E1
7.404733708E0,-8.229782104E0,-2.605246735E1,-3.978958130E1,4.826666705E1
7.414796708E0,-8.219017029E0,-2.598884964E1,-3.956610107E1,4.804632037E1
7.424859708E0,-8.287750244E0,-2.606089783E1,-3.980026245E1,4.828993778E1
7.434922708E0,-8.500854492E0,-2.581103516E1,-3.952957153E1,4.796937657E1
7.444986708E0,-8.424499512E0,-2.605086517E1,-3.974749756E1,4.826472139E1
7.455049708E0,-8.251121521E0,-2.585020828E1,-3.978097534E1,4.815433806E1
7.465112708E0,-8.332824707E0,-2.625407028E1,-4.021862793E1,4.874679688E1
7.475175708E0,-8.146530151E0,-2.597698593E1,-4.005706787E1,4.843282397E1
7.485238708E0,-8.287033081E0,-2.603479385E1,-4.033020020E1,4.871355516E1
7.495302708E0,-8.475585938E0,-2.598304367E1,-4.020523071E1,4.861496366E1
7.505365708E0,-8.548545837E0,-2.597496414E1,-4.022000122E1,4.863563402E1
7.515428708E0,-8.400428772E0,-2.617666245E1,-4.025814819E1,4.874939339E1
7.525491708E0,-8.257575989E0,-2.586946106E1,-4.006701660E1,4.840229743E1
7.535554708E0,-8.429183960E0,-2.593405533E1,-4.014047241E1,4.852714594E1
7.545618708E0,-8.442108154E0,-2.596112061E1,-3.979980469E1,4.826254683E1
7.555681708E0,-8.267211914E0,-2.588805389E1,-4.016397095E1,4.849415109E1
7.565744708E0,-8.146240234E0,-2.588260651E1,-4.028350830E1,4.856986299E1
7.575807708E0,-8.354866028E0,-2.605295181E1,-4.030712891E1,4.871575438E1
7.585871708E0,-8.262062073E0,-2.605321503E1,-4.011950684E1,4.854489172E1
7.595934708E0,-8.349494934E0,-2.613520432E1,-4.000881958E1,4.851256141E1
7.605997708E0,-8.449195862E0,-2.610107803E1,-4.012564087E1,4.860784135E1
7.616060708E0,-8.530899048E0,-2.607870483E1,-3.997274780E1,4.848397314E1
7.626123708E0,-8.309738159E0,-2.581244659E1,-3.993746948E1,4.827354986E1
7.636187708E0,-8.234596252E0,-2.600423050E1,-3.991372681E1,4.834391551E1
7.646250708E0,-8.247482300E0,-2.606191254E1,-4.021438599E1,4.862551891E1
7.656313708E0,-8.372642517E0,-2.607091904E1,-3.993188477E1,4.841848183E1
7.666376708E0,-8.182548523E0,-2.591717529E1,-3.984777832E1,4.823380052E1
7.676439708E0,-8.236503601E0,-2.584329224E1,-3.964401245E1,4.803502335E1
7.686503708E0,-8.390182495E0,-2.624680710E1,-4.003491211E1,4.860127810E1
7.696566708E0,-8.330146790E0,-2.600760269E1,-4.022363281E1,4.861817952E1
7.706629708E0,-8.420372009E0,-2.606170654E1,-4.005490112E1,4.852329664E1
7.716692708E0,-8.253425598E0,-2.603345108E1,-4.028601074E1,4.867054829E1
7.726756708E0,-8.115188599E0,-2.608079529E1,-4.010446167E1,4.852248978E1
7.736819708E0,-8.213752747E0,-2.608394623E1,-4.041394043E1,4.879676799E1
7.746882708E0,-8.382652283E0,-2.604846954E1,-4.022705078E1,4.865189862E1
7.756945708E0,-8.368431091E0,-2.603064346E1,-4.038027954E1,4.876671010E1
7.767008708E0,-8.291160583E0,-2.575697327E1,-4.007794189E1,4.835707231E1
7.777072708E0,-8.528030396E0,-2.559985352E1,-4.024450684E1,4.845307145E1
7.787135708E0,-8.224281311E0,-2.579738235E1,-4.033209229E1,4.857799304E1
7.797198708E0,-8.106178284E0,-2.593584442E1,-4.024822998E1,4.856231223E1
7.807261708E0,-8.258552551E0,-2.607733917E1,-4.035272217E1,4.875011277E1
7.817325708E0,-7.839004517E0,-2.598397446E1,-4.013381958E1,4.844935907E1
7.827388708E0,-8.220680237E0,-2.594779587E1,-4.010336304E1,4.846800409E1
7.837451708E0,-8.197601318E0,-2.595858765E1,-4.016503906E1,4.852091614E1
7.847514708E0,-8.217941284E0,-2.583374786E1,-4.013577271E1,4.843343203E1
7.857577708E0,-8.160644531E0,-2.584664917E1,-4.028085327E1,4.855092721E1
7.867641708E0,-8.071960449E0,-2.565423965E1,-4.026852417E1,4.842365741E1
7.877704708E0,-8.100845337E0,-2.566348648E1,-4.025396729E1,4.842127751E1
7.887767708E0,-7.919815063E0,-2.571509933E1,-4.009008789E1,4.828255328E1
7.897830708E0,-8.152130127E0,-2.614137650E1,-3.971365356E1,4.823902020E1
7.907893708E0,-8.259269714E0,-2.593568802E1,-3.996429443E1,4.835307931E1
7.917957708E0,-8.167427063E0,-2.569757843E1,-4.015954590E1,4.837211520E1
7.928020708E0,-7.991737366E0,-2.594786072E1,-4.048443604E1,4.874575780E1
7.938083708E0,-7.942024231E0,-2.584532166E1,-4.036645508E1,4.858505013E1
7.948146708E0,-7.859886169E0,-2.576921082E1,-4.023263550E1,4.841998550E1
7.958210708E0,-8.002861023E0,-2.596354294E1,-4.016799927E1,4.849349968E1
7.968273708E0,-7.970268250E0,-2.596075821E1,-4.033551025E1,4.862550288E1
7.978336708E0,-8.135551453E0,-2.582094955E1,-4.025927734E1,4.851513213E1
7.988399708E0,-7.986091614E0,-2.586511230E1,-4.031585693E1,4.856078679E1
7.998462708E0,-7.919967651E0,-2.601941681E1,-4.039974976E1,4.870190673E1
8.008526708E0,-8.111717224E0,-2.597384262E1,-4.031936646E1,4.864248933E1
8.018589708E0,-7.906509399E0,-2.586619568E1,-4.039657593E1,4.861539176E1
8.028652708E0,-7.973129272E0,-2.584992599E1,-4.067221069E1,4.884688513E1
8.038715708E0,-8.027160645E0,-2.602092361E1,-4.012893677E1,4.849593117E1
8.048778708E0,-7.990112305E0,-2.567562103E1,-4.024606323E1,4.840273769E1
8.058842833E0,-7.929962158E0,-2.580574036E1,-4.056259155E1,4.872519234E1
8.068905833E0,-7.854896545E0,-2.585607910E1,-4.047344971E1,4.866555617E1
8.078968833E0,-8.098480225E0,-2.592100143E1,-4.045886230E1,4.872784867E1
8.089031833E0,-7.832366943E0,-2.589812851E1,-4.023062134E1,4.848259405E1
8.099095833E0,-7.953117371E0,-2.593249893E1,-4.023196411E1,4.852172207E1
8.109158833E0,-8.111991882E0,-2.606838226E1,-4.039834595E1,4.875849999E1
8.119221833E0,-8.094970703E0,-2.593994522E1,-4.003677368E1,4.838752479E1
8.129284833E0,-8.017196655E0,-2.565807343E1,-4.010180664E1,4.827801850E1
8.139347833E0,-8.024993896E0,-2.582124710E1,-3.958062744E1,4.793499137E1
8.149411833E0,-8.240325928E0,-2.582063675E1,-3.978915405E1,4.814337996E1
8.159474833E0,-8.382331848E0,-2.571454620E1,-4.034478760E1,4.857163020E1
8.169537833E0,-8.319213867E0,-2.586186981E1,-4.017147827E1,4.849529148E1
8.179600833E0,-8.179977417E0,-2.570429611E1,-3.993634033E1,4.819267733E1
8.189663833E0,-8.101013184E0,-2.572495651E1,-4.017910767E1,4.839173995E1
8.199727833E0,-8.371192932E0,-2.576786423E1,-4.024551392E1,4.851557573E1
8.209790833E0,-8.488754272E0,-2.568133163E1,-4.027624512E1,4.851562289E1
8.219853833E0,-8.474357605E0,-2.611231232E1,-4.039556885E1,4.884126917E1
8.229916833E0,-8.616409302E0,-2.609516144E1,-4.022406006E1,4.871524369E1
8.239980833E0,-8.578521729E0,-2.585797882E1,-4.014041138E1,4.851266566E1
8.250043833E0,-8.401893616E0,-2.579471970E1,-4.003488159E1,4.836063611E1
8.260106833E0,-8.206153870E0,-2.584639359E1,-4.019116211E1,4.848408537E1
8.270169833E0,-8.488792419E0,-2.580121613E1,-4.033438110E1,4.862740636E1
8.280232833E0,-8.200691223E0,-2.581242752E1,-3.973480225E1,4.808728793E1
8.290296833E0,-8.115417480E0,-2.590491104E1,-3.989654541E1,4.825617839E1
8.300359833E0,-8.190315247E0,-2.561507416E1,-3.987463379E1,4.809573482E1
8.310422833E0,-8.260490417E0,-2.546940994E1,-3.980517578E1,4.797268560E1
8.320485833E0,-8.475036621E0,-2.554927444E1,-3.981036377E1,4.805680736E1
8.330548833E0,-8.365119934E0,-2.580036545E1,-3.971414185E1,4.809206953E1
8.340612833E0,-8.306983948E0,-2.554976273E1,-3.986825562E1,4.807571282E1
8.350675833E0,-8.315162659E0,-2.552587128E1,-3.981823730E1,4.802295343E1
8.360738833E0,-8.298721313E0,-2.560095215E1,-3.985223389E1,4.808823216E1
8.370801833E0,-8.242233276E0,-2.570038223E1,-3.993081665E1,4.819661995E1
8.380864833E0,-8.270988464E0,-2.557123947E1,-4.000155640E1,4.819151432E1
8.390928833E0,-8.262840271E0,-2.565615082E1,-4.026937866E1,4.845756352E1
8.400991833E0,-8.427253723E0,-2.549115372E1,-4.026403809E1,4.839432080E1
8.411054833E0,-8.261917114E0,-2.551860046E1,-3.998803711E1,4.815081885E1
8.421117833E0,-8.116645813E0,-2.537696075E1,-3.980639648E1,4.790009684E1
8.431181833E0,-8.181907654E0,-2.522820663E1,-3.953869629E1,4.761002549E1
8.441244833E0,-7.926948547E0,-2.532342529E1,-3.982617188E1,4.785641387E1
8.451307833E0,-8.168121338E0,-2.566528702E1,-3.996807861E1,4.819618732E1
8.461370833E0,-8.121833801E0,-2.574908066E1,-3.996206665E1,4.822806351E1
8.471433833E0,-8.039237976E0,-2.562496185E1,-4.021847534E1,4.836107708E1
8.481497833E0,-8.065124512E0,-2.541394424E1,-3.991406250E1,4.800049146E1
8.491560833E0,-8.129486084E0,-2.568304825E1,-4.020034790E1,4.839189480E1
8.501623833E0,-7.967910767E0,-2.560337448E1,-3.993106079E1,4.809896052E1
8.511686833E0,-7.925773621E0,-2.556922531E1,-4.002722168E1,4.815372930E1
8.521749833E0,-7.845962524E0,-2.514843369E1,-3.993316650E1,4.783994807E1
8.531813833E0,-7.994659424E0,-2.531725693E1,-3.967761230E1,4.774087343E1
8.541876833E0,-8.116996765E0,-2.532147980E1,-3.981607056E1,4.787883092E1
8.551939833E0,-7.799301147E0,-2.549477005E1,-3.988851929E1,4.797818639E1
8.562002833E0,-7.792030334E0,-2.561428070E1,-4.013964844E1,4.824933667E1
8.572066833E0,-7.956695557E0,-2.550589752E1,-4.018395996E1,4.825567791E1
8.582129833E0,-7.987411499E0,-2.561711121E1,-4.039996338E1,4.849940381E1
8.592192833E0,-8.165138245E0,-2.561420059E1,-4.038919067E1,4.851848594E1
8.602255833E0,-8.056465149E0,-2.572290421E1,-3.987725830E1,4.813283870E1
8.612318833E0,-7.795669556E0,-2.550734711E1,-4.013842773E1,4.819222553E1
8.622382833E0,-7.822525024E0,-2.559301758E1,-4.005783081E1,4.817493389E1
8.632445833E0,-7.865341187E0,-2.560053253E1,-4.052456665E1,4.857459583E1
8.642508833E0,-8.005516052E0,-2.571364594E1,-4.045236206E1,4.859705208E1
8.652571833E0,-8.012901306E0,-2.574544525E1,-4.006207275E1,4.829082948E1
8.662634833E0,-8.153427124E0,-2.560146332E1,-4.023550415E1,4.838190873E1
8.672698833E0,-7.979438782E0,-2.580588531E1,-4.012667847E1,4.837112243E1
8.682761833E0,-7.949218750E0,-2.589846420E1,-3.999557495E1,4.830700304E1
8.692824833E0,-8.108253479E0,-2.594833755E1,-3.999157715E1,4.835686341E1
8.702887833E0,-8.070716858E0,-2.604843903E1,-4.020114136E1,4.857766372E1
8.712951833E0,-7.699859619E0,-2.557251358E1,-4.014465332E1,4.821653740E1
8.723014833E0,-7.784011841E0,-2.571030807E1,-4.000338745E1,4.818590862E1
8.733077833E0,-7.803276062E0,-2.540154648E1,-4.008099365E1,4.808966347E1
8.743140833E0,-7.838966370E0,-2.563378143E1,-4.023971558E1,4.835054140E1
8.753203833E0,-7.960052490E0,-2.553899765E1,-4.000408936E1,4.812411040E1
8.763267833E0,-8.030807495E0,-2.562376785E1,-3.971832275E1,4.794388919E1
8.773330833E0,-8.174865723E0,-2.582389450E1,-3.988876343E1,4.821633960E1
8.783393833E0,-7.885818481E0,-2.560648727E1,-3.988574219E1,4.804946153E1
8.793456833E0,-7.843238831E0,-2.540602493E1,-4.032446289E1,4.830160252E1
8.803519833E0,-7.935966492E0,-2.548509216E1,-4.009765625E1,4.816940443E1
8.813583833E0,-8.128189087E0,-2.564374161E1,-4.032022095E1,4.847049782E1
8.823646833E0,-8.163261414E0,-2.548118210E1,-3.993411255E1,4.806935430E1
8.833709833E0,-8.238960266E0,-2.521680450E1,-4.019955444E1,4.816401014E1
8.843772833E0,-8.183334351E0,-2.535940933E1,-3.998388672E1,4.804974297E1
8.853836833E0,-7.942329407E0,-2.561310959E1,-3.992831421E1,4.809763253E1
8.863899833E0,-8.270874023E0,-2.554737091E1,-3.974493408E1,4.796598068E1
8.873962833E0,-8.508621216E0,-2.585023499E1,-3.997180176E1,4.835675981E1
8.884025833E0,-8.330764771E0,-2.554722214E1,-3.987249756E1,4.808199520E1
8.894088833E0,-8.257804871E0,-2.530081177E1,-3.972644043E1,4.781749143E1
8.904152833E0,-8.372489929E0,-2.566720200E1,-4.015478516E1,4.838709143E1
8.914215833E0,-8.389511108E0,-2.556325531E1,-4.024362183E1,4.840881135E1
8.924278833E0,-8.248214722E0,-2.564768982E1,-4.045092773E1,4.860159044E1
8.934341833E0,-8.253364563E0,-2.564453125E1,-4.026815796E1,4.844878280E1
8.944404833E0,-8.244918823E0,-2.576911163E1,-4.007220459E1,4.835087777E1
8.954468833E0,-8.207824707E0,-2.562025070E1,-3.995767212E1,4.817033520E1
8.964531833E0,-8.262580872E0,-2.537124252E1,-3.986105347E1,4.796742408E1
8.974594833E0,-8.283248901E0,-2.551348495E1,-3.999417114E1,4.815686714E1
8.984657833E0,-8.193695068E0,-2.551607895E1,-4.018194580E1,4.829902372E1
8.994720833E0,-8.003295898E0,-2.558424759E1,-4.004122925E1,4.818616513E1
9.004784833E0,-8.180984497E0,-2.545108795E1,-4.011981201E1,4.821084630E1
9.014847833E0,-7.904808044E0,-2.561782837E1,-4.003094482E1,4.817920365E1
9.024910833E0,-8.020935059E0,-2.551144791E1,-4.007592773E1,4.817934575E1
9.034973833E0,-7.957832336E0,-2.568667603E1,-4.013107300E1,4.830771616E1
9.045036833E0,-8.015876770E0,-2.549727631E1,-3.996203613E1,4.807629053E1
9.055103708E0,-8.190399170E0,-2.590648270E1,-4.009298706E1,4.843218037E1
9.065166708E0,-8.331901550E0,-2.566175079E1,-4.035687256E1,4.854506360E1
9.075229708E0,-8.487533569E0,-2.577759171E1,-3.985278320E1,4.821583546E1
9.085292708E0,-8.286613464E0,-2.596174622E1,-4.004736328E1,4.844039157E1
9.095356708E0,-8.228538513E0,-2.599099731E1,-4.027514648E1,4.863464004E1
9.105419708E0,-8.184326172E0,-2.606873703E1,-3.962203979E1,4.812970271E1
9.115482708E0,-8.378028870E0,-2.581491470E1,-4.007189941E1,4.839791640E1
9.125545708E0,-8.188018799E0,-2.589400482E1,-3.991952515E1,4.828158682E1
9.135608708E0,-8.083854675E0,-2.595213318E1,-3.990246582E1,4.828114230E1
9.145672708E0,-7.793518066E0,-2.595354843E1,-3.998211670E1,4.830005441E1
9.155735708E0,-8.045211792E0,-2.600867081E1,-3.977114868E1,4.819668720E1
9.165798708E0,-8.423789978E0,-2.573880768E1,-3.969320679E1,4.805202517E1
9.175861708E0,-8.419624329E0,-2.574378586E1,-3.980392456E1,4.814545663E1
9.185924708E0,-8.452835083E0,-2.576712036E1,-4.020858765E1,4.849871579E1
9.195988708E0,-8.179847717E0,-2.594491577E1,-4.036419678E1,4.867562988E1
9.206051708E0,-8.112380981E0,-2.600281906E1,-4.040399170E1,4.872822457E1
9.216114708E0,-8.030158997E0,-2.595444870E1,-3.964193726E1,4.805829845E1
9.226177708E0,-8.037551880E0,-2.621491241E1,-3.987481689E1,4.839240535E1
9.236240708E0,-8.060020447E0,-2.617212296E1,-3.959448242E1,4.814215396E1
9.246304708E0,-8.111198425E0,-2.600819016E1,-3.971234131E1,4.815898200E1
9.256367708E0,-8.218162537E0,-2.604701614E1,-4.009637451E1,4.851499247E1
9.266430708E0,-8.233200073E0,-2.599365997E1,-3.999929810E1,4.840867474E1
9.276493708E0,-8.108421326E0,-2.604804230E1,-4.021231079E1,4.859297216E1
9.286557708E0,-8.283653259E0,-2.601354599E1,-4.009609985E1,4.850794481E1
9.296620708E0,-8.150955200E0,-2.612734222E1,-3.984744263E1,4.834143943E1
9.306683708E0,-8.123008728E0,-2.608553314E1,-4.000317383E1,4.844266948E1
9.316746708E0,-8.291709900E0,-2.605395508E1,-3.983392334E1,4.831461970E1
9.326809708E0,-7.923988342E0,-2.599102020E1,-3.991851807E1,4.828882694E1
9.336873708E0,-8.061111450E0,-2.618872070E1,-3.974520874E1,4.827537910E1
9.346936708E0,-8.126190186E0,-2.614081573E1,-4.005429077E1,4.851518755E1
9.356999708E0,-8.172843933E0,-2.619068146E1,-4.000305176E1,4.850764190E1
9.367062708E0,-8.218612671E0,-2.635873413E1,-4.000674438E1,4.860934124E1
9.377125708E0,-8.107551575E0,-2.634511566E1,-3.968106079E1,4.831546437E1
9.387189708E0,-7.866401672E0,-2.620911407E1,-3.997488403E1,4.844367130E1
9.397252708E0,-7.886169434E0,-2.598270798E1,-3.952731323E1,4.795520069E1
9.407315708E0,-8.273788452E0,-2.601585770E1,-3.950476074E1,4.801985577E1
9.417378708E0,-8.178764343E0,-2.611592865E1,-3.940899658E1,4.797919265E1
9.427442708E0,-8.178764343E0,-2.611592865E1,-3.940899658E1,4.797919265E1
9.437505708E0,-8.133880615E0,-2.605129242E1,-3.972976685E1,4.820045876E1
9.447568708E0,-8.048568726E0,-2.607320023E1,-3.992062378E1,4.835542815E1
9.457631708E0,-8.154052734E0,-2.611433411E1,-3.960379028E1,4.813426250E1
9.467694708E0,-8.237121582E0,-2.628055573E1,-3.963760376E1,4.826652477E1
9.477758708E0,-8.448059082E0,-2.613215256E1,-3.981518555E1,4.836846183E1
9.487821708E0,-8.285903931E0,-2.607796097E1,-3.961709595E1,4.814800664E1
9.497884708E0,-8.230720520E0,-2.591350174E1,-3.966995239E1,4.809323711E1
9.507947708E0,-8.087280273E0,-2.622220993E1,-3.957522583E1,4.815814464E1
9.518010708E0,-8.227073669E0,-2.596976471E1,-3.970434570E1,4.815130827E1
9.528074708E0,-8.219871521E0,-2.601232529E1,-3.974511719E1,4.820665613E1
9.538137708E0,-8.189315796E0,-2.605767822E1,-3.969290161E1,4.818292152E1
9.548200708E0,-8.229026794E0,-2.602877808E1,-3.941992188E1,4.794939427E1
9.558263708E0,-8.396469116E0,-2.619872284E1,-3.961264038E1,4.822898558E1
9.568326708E0,-8.484809875E0,-2.601274872E1,-3.944223022E1,4.800358965E1
9.578390708E0,-8.483879089E0,-2.628269196E1,-3.918524170E1,4.793995482E1
9.588453708E0,-8.530136108E0,-2.627482224E1,-3.927371216E1,4.801618448E1
9.598516708E0,-8.551269531E0,-2.627135849E1,-3.932153320E1,4.805716867E1
9.608579708E0,-8.367485046E0,-2.598012924E1,-3.971057129E1,4.818621580E1
9.618643708E0,-8.493713379E0,-2.603474045E1,-4.000979614E1,4.848437547E1
9.628706708E0,-8.415809631E0,-2.590360260E1,-3.985763550E1,4.827477174E1
9.638769708E0,-8.378776550E0,-2.591083908E1,-3.946508789E1,4.794860416E1
9.648832708E0,-8.322074890E0,-2.589300919E1,-3.955892944E1,4.800639284E1
9.658895708E0,-8.244781494E0,-2.587576294E1,-3.956164551E1,4.798599092E1
9.668959708E0,-8.460952759E0,-2.582886124E1,-3.946456909E1,4.791836817E1
9.679022708E0,-8.459251404E0,-2.617824173E1,-3.959109497E1,4.821114057E1
9.689085708E0,-8.535995483E0,-2.602780151E1,-3.976687622E1,4.828782574E1
9.699148708E0,-8.185157776E0,-2.630399323E1,-4.006845093E1,4.862486635E1
