"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.188242458E0,-7.470085144E0,-2.589946747E1,-4.004373169E1,4.827095436E1
3.198305458E0,-7.646316528E0,-2.593943024E1,-4.032272339E1,4.855143890E1
3.208368458E0,-7.726119995E0,-2.613287354E1,-4.021069336E1,4.857488929E1
3.218431458E0,-7.554313660E0,-2.579862976E1,-3.991625977E1,4.812426359E1
3.228494458E0,-7.445816040E0,-2.582699585E1,-3.962274170E1,4.787938545E1
3.238558458E0,-7.385803223E0,-2.612410355E1,-3.975128174E1,4.813712990E1
3.248621458E0,-7.733970642E0,-2.592163467E1,-3.973110962E1,4.806564800E1
3.258684458E0,-7.748115540E0,-2.594674301E1,-4.008782959E1,4.837665603E1
3.268747458E0,-7.539253235E0,-2.594028854E1,-4.016036987E1,4.840035348E1
3.278811458E0,-7.847999573E0,-2.587758636E1,-4.009539795E1,4.836198414E1
3.288874458E0,-7.783668518E0,-2.619394302E1,-4.018145752E1,4.859277390E1
3.298937458E0,-7.550323486E0,-2.608004761E1,-4.014605713E1,4.846526768E1
3.309000458E0,-7.603157043E0,-2.591970825E1,-3.959860229E1,4.793421092E1
3.319063458E0,-7.515525818E0,-2.616759491E1,-3.989178467E1,4.829679736E1
3.329127458E0,-7.412788391E0,-2.601760864E1,-3.995794678E1,4.825456353E1
3.339190458E0,-7.409431458E0,-2.601650238E1,-3.995370483E1,4.824993887E1
3.349253458E0,-7.406524658E0,-2.595025253E1,-3.985403442E1,4.813124010E1
3.359316458E0,-7.580795288E0,-2.600243759E1,-3.956072998E1,4.794420272E1
3.369380458E0,-7.640472412E0,-2.644595337E1,-3.964022827E1,4.826088443E1
3.379443458E0,-7.431343079E0,-2.633699417E1,-3.969509888E1,4.821372208E1
3.389506458E0,-7.560867310E0,-2.634453964E1,-3.955023193E1,4.811883550E1
3.399569458E0,-7.376319885E0,-2.641388702E1,-3.980151367E1,4.833491505E1
3.409632458E0,-7.674682617E0,-2.638534164E1,-3.967098999E1,4.825841330E1
3.419696458E0,-7.487823486E0,-2.629592514E1,-3.977978516E1,4.826980927E1
3.429759458E0,-7.556037903E0,-2.631359482E1,-3.980950928E1,4.831455278E1
3.439822458E0,-7.681350708E0,-2.610432053E1,-3.978585815E1,4.820117434E1
3.449885458E0,-7.805137634E0,-2.632042313E1,-3.993310547E1,4.845965084E1
3.459949458E0,-7.785736084E0,-2.629079056E1,-3.994589233E1,4.845098213E1
3.470012458E0,-7.828720093E0,-2.635091782E1,-3.998880005E1,4.852590914E1
3.480075458E0,-7.849632263E0,-2.653403091E1,-3.955047607E1,4.826915869E1
3.490138458E0,-7.810516357E0,-2.637759781E1,-4.005831909E1,4.859476063E1
3.500201458E0,-7.682304382E0,-2.648035431E1,-4.028640747E1,4.881825060E1
3.510265458E0,-7.799316406E0,-2.633573914E1,-4.012380981E1,4.862428001E1
3.520328458E0,-7.570930481E0,-2.647854614E1,-3.994525146E1,4.851860992E1
3.530391458E0,-7.501556396E0,-2.642114258E1,-3.971615601E1,4.828791952E1
3.540454458E0,-7.518577576E0,-2.649905396E1,-3.972494507E1,4.834046059E1
3.550518458E0,-7.607383728E0,-2.653309631E1,-4.006219482E1,4.865035397E1
3.560581458E0,-7.587989807E0,-2.640978241E1,-3.997671509E1,4.850970981E1
3.570644458E0,-7.332466125E0,-2.639474106E1,-4.001809692E1,4.849634519E1
3.580707458E0,-7.441978455E0,-2.633274460E1,-4.017901611E1,4.861223938E1
3.590770458E0,-7.647827148E0,-2.645434570E1,-3.988995361E1,4.847195133E1
3.600834458E0,-7.531875610E0,-2.630050278E1,-4.020309448E1,4.862853486E1
3.610897458E0,-7.669754028E0,-2.624427032E1,-3.980691528E1,4.829262217E1
3.620960458E0,-7.326850891E0,-2.623528671E1,-3.980554199E1,4.823333066E1
3.631023458E0,-7.492149353E0,-2.633305740E1,-3.951736450E1,4.807477833E1
3.641087458E0,-7.632247925E0,-2.628876114E1,-3.946807861E1,4.803206637E1
3.651150458E0,-7.636734009E0,-2.644762421E1,-3.964099121E1,4.826183499E1
3.661213458E0,-7.650070190E0,-2.625938797E1,-3.955499268E1,4.809029503E1
3.671276458E0,-7.630455017E0,-2.625366974E1,-3.969589233E1,4.820002995E1
3.681339458E0,-7.954719543E0,-2.642182922E1,-3.988613892E1,4.850046082E1
3.691403458E0,-7.800292969E0,-2.657477951E1,-3.997622681E1,4.863293314E1
3.701466458E0,-7.659553528E0,-2.641786957E1,-3.982943726E1,4.840409760E1
3.711529458E0,-7.614402771E0,-2.635706711E1,-3.990756226E1,4.842816991E1
3.721592458E0,-7.771873474E0,-2.626022720E1,-3.977673340E1,4.829275380E1
3.731656458E0,-7.717681885E0,-2.625179291E1,-3.954177856E1,4.808608423E1
3.741719458E0,-7.624458313E0,-2.652004242E1,-3.987155151E1,4.848902592E1
3.751782458E0,-7.604476929E0,-2.638676834E1,-4.018640137E1,4.867274872E1
3.761845458E0,-7.554565430E0,-2.647798538E1,-3.988644409E1,4.846734562E1
3.771909458E0,-7.686378479E0,-2.647464752E1,-3.993411255E1,4.852546466E1
3.781972458E0,-7.546539307E0,-2.624439621E1,-3.964318848E1,4.813835249E1
3.792035458E0,-7.566108704E0,-2.630355835E1,-3.985525513E1,4.834836651E1
3.802098458E0,-7.534446716E0,-2.638759613E1,-3.971713257E1,4.827549830E1
3.812161458E0,-7.591827393E0,-2.642689514E1,-3.985702515E1,4.842106033E1
3.822225458E0,-7.613487244E0,-2.640311432E1,-4.003756714E1,4.856023493E1
3.832288458E0,-7.779228210E0,-2.649607468E1,-3.996359253E1,4.857619883E1
3.842351458E0,-7.857009888E0,-2.637835312E1,-3.985858154E1,4.843817338E1
3.852414458E0,-8.040573120E0,-2.642869568E1,-4.015270996E1,4.873773578E1
3.862478458E0,-7.730209351E0,-2.642029572E1,-3.987326050E1,4.845270957E1
3.872541458E0,-7.612503052E0,-2.625532150E1,-3.980734253E1,4.828992265E1
3.882604458E0,-7.590637207E0,-2.624918365E1,-3.990325928E1,4.836225302E1
3.892667458E0,-7.458259583E0,-2.624304962E1,-3.986444092E1,4.830628261E1
3.902730458E0,-7.664894104E0,-2.648726273E1,-3.960095215E1,4.825516656E1
3.912794458E0,-7.809593201E0,-2.640163040E1,-3.970693970E1,4.831849433E1
3.922857458E0,-7.710281372E0,-2.647828674E1,-3.974896240E1,4.837900495E1
3.932920458E0,-7.643188477E0,-2.640990448E1,-3.961706543E1,4.822253890E1
3.942983458E0,-7.524291992E0,-2.653224182E1,-3.988848877E1,4.849398274E1
3.953047458E0,-7.448829651E0,-2.649800491E1,-4.014099121E1,4.867163962E1
3.963110458E0,-7.465042114E0,-2.648682785E1,-4.008044434E1,4.861811310E1
3.973173458E0,-7.571716309E0,-2.618771744E1,-4.011944580E1,4.850461178E1
3.983236458E0,-7.784370422E0,-2.653828812E1,-4.027398682E1,4.885561557E1
3.993299458E0,-7.832344055E0,-2.639911270E1,-4.006982422E1,4.861943621E1
4.003363458E0,-7.781623840E0,-2.626756668E1,-4.007546997E1,4.854463948E1
4.013426458E0,-7.777832031E0,-2.621953964E1,-3.989025879E1,4.836519075E1
4.023489458E0,-7.825798035E0,-2.633057404E1,-4.019796753E1,4.868694730E1
4.033552458E0,-7.703193665E0,-2.634898758E1,-3.995040894E1,4.847312155E1
4.043616458E0,-7.663925171E0,-2.615767670E1,-3.987396240E1,4.830002771E1
4.053680708E0,-7.714118958E0,-2.614447784E1,-3.974694824E1,4.819607087E1
4.063743708E0,-7.614265442E0,-2.619401550E1,-3.974176025E1,4.820281106E1
4.073806708E0,-7.771690369E0,-2.595168686E1,-3.972695923E1,4.808451426E1
4.083870708E0,-7.762939453E0,-2.614510345E1,-3.987020874E1,4.830593347E1
4.093933708E0,-7.807334900E0,-2.611286926E1,-3.994567871E1,4.835797418E1
4.103996708E0,-7.818321228E0,-2.614473724E1,-4.003823853E1,4.845342069E1
4.114059708E0,-7.859817505E0,-2.602091599E1,-3.996072388E1,4.832933118E1
4.124122708E0,-7.745964050E0,-2.600807571E1,-3.987597656E1,4.823394519E1
4.134186708E0,-7.756065369E0,-2.603822708E1,-3.980337524E1,4.819185097E1
4.144249708E0,-8.018913269E0,-2.616506195E1,-3.982986450E1,4.832526816E1
4.154312708E0,-7.806808472E0,-2.592767334E1,-3.985357666E1,4.818192686E1
4.164375708E0,-7.776626587E0,-2.598127747E1,-3.953265381E1,4.794093676E1
4.174439708E0,-7.521926880E0,-2.607601166E1,-3.956475830E1,4.797820200E1
4.184502708E0,-7.554313660E0,-2.601252365E1,-3.961727905E1,4.799216437E1
4.194565708E0,-7.539535522E0,-2.611791611E1,-3.987002563E1,4.825566373E1
4.204628708E0,-7.602172852E0,-2.601668930E1,-3.981250000E1,4.816322571E1
4.214691708E0,-7.691719055E0,-2.616902924E1,-3.991397095E1,4.834362119E1
4.224755708E0,-7.588073730E0,-2.607826233E1,-4.018286133E1,4.850069044E1
4.234818708E0,-7.666229248E0,-2.589421463E1,-3.988806152E1,4.816989593E1
4.244881708E0,-7.713012695E0,-2.620158005E1,-3.988421631E1,4.834008763E1
4.254944708E0,-7.603164673E0,-2.614638519E1,-3.992007446E1,4.832239560E1
4.265008708E0,-7.623733521E0,-2.601441193E1,-4.013543701E1,4.843267745E1
4.275071708E0,-7.701683044E0,-2.617735672E1,-4.016644287E1,4.855834696E1
4.285134708E0,-7.820564270E0,-2.613631439E1,-3.995275879E1,4.837862225E1
4.295197708E0,-7.725837708E0,-2.580424881E1,-3.998699951E1,4.821315126E1
4.305261708E0,-7.509971619E0,-2.605049515E1,-3.964471436E1,4.802844311E1
4.315324708E0,-7.889190674E0,-2.599694443E1,-3.981076050E1,4.819727275E1
4.325387708E0,-7.836738586E0,-2.603967667E1,-3.984222412E1,4.823776586E1
4.335450708E0,-7.879196167E0,-2.614707184E1,-3.979592896E1,4.826455282E1
4.345513708E0,-8.163696289E0,-2.613563156E1,-3.970980835E1,4.823469761E1
4.355577708E0,-7.506118774E0,-2.610626602E1,-3.992166138E1,4.828683042E1
4.365640708E0,-7.604736328E0,-2.610792923E1,-3.986227417E1,4.825408672E1
4.375703708E0,-7.786445618E0,-2.611956787E1,-3.933361816E1,4.785388259E1
4.385766708E0,-7.835357666E0,-2.603889465E1,-3.975585938E1,4.816580965E1
4.395830708E0,-7.811485291E0,-2.616980362E1,-3.987170410E1,4.832836343E1
4.405893708E0,-7.698196411E0,-2.601148987E1,-4.019061279E1,4.848860887E1
4.415956708E0,-7.914398193E0,-2.606453705E1,-3.986825562E1,4.828535592E1
4.426019708E0,-8.163711548E0,-2.623295975E1,-3.984945679E1,4.840241285E1
4.436082708E0,-8.041870117E0,-2.611309433E1,-3.988650513E1,4.834768517E1
4.446146708E0,-7.949928284E0,-2.628282547E1,-3.967453003E1,4.824993894E1
4.456209708E0,-7.929924011E0,-2.620247650E1,-3.987576294E1,4.836868759E1
4.466272708E0,-7.579299927E0,-2.589934921E1,-4.039788818E1,4.858200744E1
4.476335708E0,-7.615486145E0,-2.595275879E1,-3.997656250E1,4.826662270E1
4.486399708E0,-7.740852356E0,-2.567947006E1,-4.017489624E1,4.830505425E1
4.496462708E0,-7.519371033E0,-2.594131088E1,-4.047885132E1,4.866240803E1
4.506525708E0,-7.661773682E0,-2.600466537E1,-3.999990845E1,4.832119693E1
4.516588708E0,-7.702857971E0,-2.592382812E1,-3.998626709E1,4.827297838E1
4.526651708E0,-8.022262573E0,-2.584526062E1,-4.008279419E1,4.836284300E1
4.536715708E0,-7.845344543E0,-2.601877594E1,-4.002810669E1,4.838156113E1
4.546778708E0,-7.817764282E0,-2.577497864E1,-3.987866211E1,4.812249634E1
4.556841708E0,-7.707450867E0,-2.561446381E1,-4.003213501E1,4.814641615E1
4.566904708E0,-7.932960510E0,-2.586485672E1,-3.989575195E1,4.820366894E1
4.576968708E0,-7.988494873E0,-2.608509064E1,-3.990304565E1,4.833736708E1
4.587031708E0,-7.785491943E0,-2.600413895E1,-4.014471436E1,4.846057385E1
4.597094708E0,-7.634445190E0,-2.574745178E1,-3.986419678E1,4.806631057E1
4.607157708E0,-7.781188965E0,-2.561169434E1,-4.026342773E1,4.834924406E1
4.617221708E0,-8.045303345E0,-2.591647339E1,-3.991311646E1,4.826434879E1
4.627284708E0,-8.150695801E0,-2.579695892E1,-3.981707764E1,4.813851476E1
4.637347708E0,-8.083465576E0,-2.589046478E1,-3.976260376E1,4.813235128E1
4.647410708E0,-7.996292114E0,-2.593133545E1,-3.987020874E1,4.822870920E1
4.657473708E0,-7.759407043E0,-2.571486664E1,-3.996200562E1,4.815002240E1
4.667537708E0,-7.986488342E0,-2.560523605E1,-4.000646973E1,4.816564885E1
4.677600708E0,-8.002105713E0,-2.601600266E1,-3.997583008E1,4.836251731E1
4.687663708E0,-7.933944702E0,-2.597253418E1,-4.010607910E1,4.843570575E1
4.697726708E0,-7.857383728E0,-2.607722473E1,-3.996075439E1,4.835930128E1
4.707790708E0,-8.040252686E0,-2.597062302E1,-3.994970703E1,4.832285189E1
4.717853708E0,-8.131271362E0,-2.589540863E1,-3.987701416E1,4.823759965E1
4.727916708E0,-7.962829590E0,-2.611353302E1,-3.964837646E1,4.813851907E1
4.737979708E0,-7.914398193E0,-2.621845627E1,-3.966421509E1,4.820057164E1
4.748042708E0,-8.046867371E0,-2.587517929E1,-3.967422485E1,4.804499033E1
4.758106708E0,-8.059555054E0,-2.594622803E1,-3.958496094E1,4.801179344E1
4.768169708E0,-8.185821533E0,-2.588924026E1,-3.989047241E1,4.825463941E1
4.778232708E0,-8.154960632E0,-2.604180527E1,-3.985964966E1,4.830601076E1
4.788295708E0,-8.172805786E0,-2.578775406E1,-4.004061890E1,4.832239828E1
4.798359708E0,-8.460296631E0,-2.577207184E1,-3.973727417E1,4.811265181E1
4.808422708E0,-8.343498230E0,-2.595775223E1,-3.998251343E1,4.839442368E1
4.818485708E0,-8.246887207E0,-2.601943207E1,-3.994253540E1,4.837797152E1
4.828548708E0,-8.437248230E0,-2.591986847E1,-3.978848267E1,4.823017823E1
4.838612708E0,-8.122413635E0,-2.604162598E1,-3.996862793E1,4.839040303E1
4.848675708E0,-8.207450867E0,-2.577995300E1,-3.987377930E1,4.818595752E1
4.858738708E0,-8.284599304E0,-2.582424545E1,-4.003060913E1,4.835262047E1
4.868801708E0,-8.194076538E0,-2.588228226E1,-3.985690308E1,4.822455959E1
4.878864708E0,-8.059524536E0,-2.600147629E1,-3.982357788E1,4.823847075E1
4.888928708E0,-8.047454834E0,-2.604430771E1,-3.976632690E1,4.821232466E1
4.898991708E0,-8.029365540E0,-2.573731613E1,-3.942877197E1,4.776513595E1
4.909054708E0,-8.155220032E0,-2.600309753E1,-3.993426514E1,4.834681196E1
4.919117708E0,-8.118515015E0,-2.592220306E1,-3.971697998E1,4.811766200E1
4.929181708E0,-8.184249878E0,-2.602628708E1,-3.986596680E1,4.830781380E1
4.939244708E0,-8.076377869E0,-2.600758362E1,-3.975408936E1,4.818723800E1
4.949307708E0,-8.095298767E0,-2.577260971E1,-3.984072876E1,4.813569301E1
4.959370708E0,-8.113029480E0,-2.597383118E1,-4.013418579E1,4.848931864E1
4.969433708E0,-7.913597107E0,-2.567716217E1,-4.008923340E1,4.826062899E1
4.979497708E0,-7.904823303E0,-2.587749100E1,-3.975531006E1,4.808966053E1
4.989560708E0,-8.074790955E0,-2.602951050E1,-3.980450439E1,4.824040045E1
4.999623708E0,-8.190589905E0,-2.598839569E1,-3.987359619E1,4.829478385E1
5.009686708E0,-8.076721191E0,-2.550439072E1,-4.009933472E1,4.820439830E1
5.019750708E0,-8.103790283E0,-2.553046799E1,-3.972494507E1,4.791187195E1
5.029813708E0,-7.896987915E0,-2.583939743E1,-3.992327881E1,4.820689856E1
5.039876708E0,-8.059906006E0,-2.588683701E1,-4.015267944E1,4.844923200E1
5.049939708E0,-8.020141602E0,-2.570690536E1,-3.991531372E1,4.814976557E1
5.060005833E0,-8.042388916E0,-2.560474014E1,-3.978311157E1,4.798936032E1
5.070069833E0,-8.109535217E0,-2.581426620E1,-3.989736938E1,4.820727108E1
5.080132833E0,-8.030838013E0,-2.606047440E1,-4.007015991E1,4.846916959E1
5.090195833E0,-7.948478699E0,-2.589256668E1,-3.992214966E1,4.824294100E1
5.100258833E0,-8.172264099E0,-2.564986420E1,-3.979409790E1,4.804447587E1
5.110322833E0,-8.121665955E0,-2.585964584E1,-3.968496704E1,4.805808309E1
5.120385833E0,-8.285835266E0,-2.591400528E1,-3.974975586E1,4.816880553E1
5.130448833E0,-8.414253235E0,-2.607241058E1,-4.007553101E1,4.854501454E1
5.140511833E0,-8.189758301E0,-2.599073792E1,-3.997360229E1,4.837850224E1
5.150574833E0,-8.201110840E0,-2.589301300E1,-4.012814331E1,4.845589981E1
5.160638833E0,-8.284942627E0,-2.571401215E1,-4.017169189E1,4.841090295E1
5.170701833E0,-8.320198059E0,-2.593677521E1,-3.989080811E1,4.830340128E1
5.180764833E0,-8.489761353E0,-2.599290466E1,-3.998919678E1,4.844422566E1
5.190827833E0,-8.199867249E0,-2.600310516E1,-4.019247437E1,4.856783191E1
5.200891833E0,-8.264022827E0,-2.604579926E1,-3.967434692E1,4.817397156E1
5.210954833E0,-8.294761658E0,-2.599135971E1,-3.988818359E1,4.832619415E1
5.221017833E0,-8.083267212E0,-2.570886230E1,-3.996939087E1,4.820619272E1
5.231080833E0,-8.128997803E0,-2.588794327E1,-4.022427368E1,4.852070079E1
5.241144833E0,-8.222297668E0,-2.564920044E1,-3.970007324E1,4.797482129E1
5.251207833E0,-8.251853943E0,-2.595311737E1,-4.011013794E1,4.848175492E1
5.261270833E0,-8.078178406E0,-2.603039169E1,-3.990878296E1,4.832752027E1
5.271333833E0,-8.153404236E0,-2.551114655E1,-3.980361938E1,4.797525107E1
5.281396833E0,-8.079719543E0,-2.572273254E1,-3.994213867E1,4.819040650E1
5.291460833E0,-8.087234497E0,-2.607497406E1,-3.998907471E1,4.841935285E1
5.301523833E0,-7.968132019E0,-2.596168900E1,-3.989584351E1,4.826156600E1
5.311586833E0,-8.173423767E0,-2.595493317E1,-3.985784912E1,4.826086974E1
5.321649833E0,-8.032775879E0,-2.595993423E1,-3.985919189E1,4.824104945E1
5.331713833E0,-8.095169067E0,-2.594908524E1,-3.984979248E1,4.823787669E1
5.341776833E0,-8.164764404E0,-2.621761703E1,-3.967904663E1,4.825405229E1
5.351839833E0,-8.165061951E0,-2.597617340E1,-3.981900024E1,4.823880805E1
5.361902833E0,-8.324569702E0,-2.599097443E1,-3.956558228E1,4.806521105E1
5.371965833E0,-8.245147705E0,-2.608044052E1,-4.042245483E1,4.880724017E1
5.382029833E0,-8.163421631E0,-2.591236496E1,-4.041351318E1,4.869644914E1
5.392092833E0,-8.128494263E0,-2.588277817E1,-4.040496826E1,4.866777255E1
5.402155833E0,-8.105705261E0,-2.577830887E1,-4.011965942E1,4.837159020E1
5.412218833E0,-8.030487061E0,-2.579323196E1,-3.999673462E1,4.826508384E1
5.422282833E0,-8.056762695E0,-2.567316818E1,-3.996072388E1,4.817553780E1
5.432345833E0,-8.308509827E0,-2.548971176E1,-3.984359741E1,4.802362956E1
5.442408833E0,-8.286712646E0,-2.587458420E1,-4.006298828E1,4.840668078E1
5.452471833E0,-8.250900269E0,-2.585348129E1,-3.998214722E1,4.832237521E1
5.462534833E0,-8.006217957E0,-2.591208649E1,-3.990576172E1,4.824941005E1
5.472598833E0,-7.961021423E0,-2.577572250E1,-4.002160645E1,4.826483933E1
5.482661833E0,-8.081771851E0,-2.584165192E1,-3.997180176E1,4.827888716E1
5.492724833E0,-8.170082092E0,-2.602840424E1,-4.016299438E1,4.855197407E1
5.502787833E0,-8.063407898E0,-2.592639542E1,-4.019284058E1,4.850423651E1
5.512851833E0,-8.221282959E0,-2.596746445E1,-4.001956177E1,4.840933822E1
5.522914833E0,-8.178222656E0,-2.599836349E1,-4.012347412E1,4.850455036E1
5.532977833E0,-8.251853943E0,-2.595445633E1,-4.029489136E1,4.863543118E1
5.543040833E0,-8.201187134E0,-2.597165298E1,-3.989541626E1,4.830559458E1
5.553103833E0,-7.974670410E0,-2.592940140E1,-3.993069458E1,4.827410895E1
5.563167833E0,-7.916648865E0,-2.605950165E1,-3.995507812E1,4.835472287E1
5.573230833E0,-7.618667603E0,-2.607067871E1,-4.029470825E1,4.859411382E1
5.583293833E0,-7.811553955E0,-2.607297516E1,-4.019842529E1,4.854620279E1
5.593356833E0,-7.947914124E0,-2.595579147E1,-4.047006226E1,4.873087716E1
5.603420833E0,-7.911918640E0,-2.606873703E1,-4.020669556E1,4.856702456E1
5.613483833E0,-8.143157959E0,-2.601354218E1,-3.997604370E1,4.838490951E1
5.623546833E0,-8.138877869E0,-2.613024521E1,-3.987515259E1,4.836381748E1
5.633609833E0,-8.264877319E0,-2.597253799E1,-3.990017700E1,4.832085525E1
5.643672833E0,-8.265182495E0,-2.584400558E1,-3.995037842E1,4.829346335E1
5.653736833E0,-8.183021545E0,-2.591282654E1,-3.993823242E1,4.830630217E1
5.663799833E0,-8.076751709E0,-2.586788940E1,-4.021981812E1,4.849758128E1
5.673862833E0,-8.139892578E0,-2.587836456E1,-3.989852905E1,4.824769657E1
5.683925833E0,-8.199737549E0,-2.601933289E1,-4.004592896E1,4.845531762E1
5.693989833E0,-8.092102051E0,-2.597708130E1,-4.005258179E1,4.842003899E1
5.704052833E0,-8.115890503E0,-2.598924637E1,-3.989138794E1,4.829732329E1
5.714115833E0,-8.262535095E0,-2.592046738E1,-3.978680420E1,4.819885791E1
5.724178833E0,-8.143043518E0,-2.567903519E1,-3.960394287E1,4.789774835E1
5.734241833E0,-8.450958252E0,-2.587680435E1,-4.006530762E1,4.843817269E1
5.744305833E0,-8.301025391E0,-2.595732498E1,-3.996878052E1,4.837554298E1
5.754368833E0,-8.190536499E0,-2.600833893E1,-3.985888672E1,4.829336841E1
5.764431833E0,-8.023948669E0,-2.599994278E1,-4.001663208E1,4.839123495E1
5.774494833E0,-8.113708496E0,-2.623083115E1,-4.008935547E1,4.859058746E1
5.784558833E0,-8.164787292E0,-2.637553024E1,-3.996273804E1,4.857316933E1
5.794621833E0,-8.364097595E0,-2.601132584E1,-3.989086914E1,4.835109762E1
5.804684833E0,-8.530387878E0,-2.574525070E1,-3.980581665E1,4.816729690E1
5.814747833E0,-8.505317688E0,-2.593199921E1,-3.951226807E1,4.802112389E1
5.824810833E0,-8.326507568E0,-2.587611008E1,-3.978350830E1,4.818330970E1
5.834874833E0,-8.427612305E0,-2.601267624E1,-4.014486694E1,4.857256753E1
5.844937833E0,-8.227752686E0,-2.600352478E1,-4.004122925E1,4.844769607E1
5.855000833E0,-8.390541077E0,-2.607303238E1,-3.995327759E1,4.844036114E1
5.865063833E0,-8.325737000E0,-2.626251602E1,-4.018908691E1,4.872576681E1
5.875127833E0,-8.236907959E0,-2.619623566E1,-4.027471924E1,4.874569135E1
5.885190833E0,-8.271377563E0,-2.612950516E1,-3.988809204E1,4.839655580E1
5.895253833E0,-8.396865845E0,-2.604270554E1,-3.994924927E1,4.842181724E1
5.905316833E0,-8.147666931E0,-2.601988983E1,-3.977819824E1,4.822576281E1
5.915379833E0,-8.287681580E0,-2.617157745E1,-4.015933228E1,4.864575111E1
5.925443833E0,-8.296035767E0,-2.600397491E1,-4.013082886E1,4.853364138E1
5.935506833E0,-8.434349060E0,-2.611967468E1,-3.972000122E1,4.828099157E1
5.945569833E0,-8.328872681E0,-2.617135620E1,-4.023376465E1,4.871412345E1
5.955632833E0,-8.182716370E0,-2.594233322E1,-4.001687622E1,4.838710451E1
5.965696833E0,-8.164505005E0,-2.600986862E1,-3.989221191E1,4.831729482E1
5.975759833E0,-8.186096191E0,-2.606754684E1,-4.027645874E1,4.866952124E1
5.985822833E0,-8.333168030E0,-2.606903839E1,-3.980859375E1,4.830901146E1
5.995885833E0,-8.236915588E0,-2.632569504E1,-3.992309570E1,4.852568978E1
6.005948833E0,-8.013244629E0,-2.612970734E1,-3.980300903E1,4.828305317E1
6.016012833E0,-8.115852356E0,-2.609417725E1,-3.963436890E1,4.814204341E1
6.026075833E0,-8.243530273E0,-2.610612488E1,-3.972982788E1,4.824877999E1
6.036138833E0,-8.007415771E0,-2.578533173E1,-3.931167603E1,4.769077386E1
6.046201833E0,-8.138328552E0,-2.565783310E1,-3.964877319E1,4.792266694E1
6.056262208E0,-8.265144348E0,-2.578183746E1,-3.955407715E1,4.793266916E1
6.066325208E0,-8.099639893E0,-2.591885376E1,-3.945291138E1,4.789492001E1
6.076388208E0,-8.240638733E0,-2.613772583E1,-3.970492554E1,4.824489559E1
6.086451208E0,-8.331169128E0,-2.595688629E1,-3.957278442E1,4.805386136E1
6.096514208E0,-8.476554871E0,-2.586585617E1,-3.986181641E1,4.826861201E1
6.106578208E0,-8.290679932E0,-2.579867554E1,-4.013494873E1,4.842645086E1
6.116641208E0,-8.340065002E0,-2.594124222E1,-3.968249512E1,4.813735712E1
6.126704208E0,-8.430229187E0,-2.586445999E1,-3.954223633E1,4.799611972E1
6.136767208E0,-8.393684387E0,-2.604301453E1,-3.986495972E1,4.835191368E1
6.146831208E0,-8.358085632E0,-2.599133301E1,-3.984176636E1,4.829879226E1
6.156894208E0,-8.201652527E0,-2.580649948E1,-3.983187866E1,4.816452094E1
6.166957208E0,-8.025299072E0,-2.577154541E1,-3.965042114E1,4.796596580E1
6.177020208E0,-8.137573242E0,-2.581912231E1,-3.988427734E1,4.820376287E1
6.187083208E0,-8.231765747E0,-2.613516617E1,-3.984893799E1,4.836059074E1
6.197147208E0,-8.251632690E0,-2.589451599E1,-3.977868652E1,4.817633550E1
6.207210208E0,-8.245605469E0,-2.599308014E1,-3.987884521E1,4.831099792E1
6.217273208E0,-8.417488098E0,-2.591796875E1,-3.993783569E1,4.834900133E1
6.227336208E0,-8.415481567E0,-2.599960327E1,-3.971350098E1,4.820748759E1
6.237399208E0,-8.226692200E0,-2.598394394E1,-3.979531860E1,4.823392157E1
6.247463208E0,-8.199684143E0,-2.624982071E1,-3.948406982E1,4.811735318E1
6.257526208E0,-7.923088074E0,-2.606008148E1,-3.956951904E1,4.803800588E1
6.267589208E0,-8.152030945E0,-2.600777054E1,-4.011694336E1,4.849978228E1
6.277652208E0,-8.374710083E0,-2.606803131E1,-4.010153198E1,4.855729495E1
6.287716208E0,-8.517684937E0,-2.617735672E1,-3.998773193E1,4.854712831E1
6.297779208E0,-8.337867737E0,-2.596405029E1,-4.012051392E1,4.851090169E1
6.307842208E0,-8.573104858E0,-2.613945389E1,-4.050640869E1,4.896466401E1
6.317905208E0,-8.393058777E0,-2.613183594E1,-4.034359741E1,4.879469374E1
6.327968208E0,-8.322471619E0,-2.625205994E1,-4.009863281E1,4.864498472E1
6.338032208E0,-8.241500854E0,-2.633274460E1,-4.025866699E1,4.880672128E1
6.348095208E0,-8.436241150E0,-2.600413895E1,-3.998095703E1,4.843410299E1
6.358158208E0,-8.376884460E0,-2.627548981E1,-4.007870483E1,4.865055127E1
6.368221208E0,-8.387863159E0,-2.614337540E1,-3.957742310E1,4.816850366E1
6.378285208E0,-8.434989929E0,-2.598710632E1,-3.980249023E1,4.827749972E1
6.388348208E0,-8.339042664E0,-2.598939133E1,-3.980426025E1,4.826351861E1
6.398411208E0,-8.335556030E0,-2.636169052E1,-4.010348511E1,4.871046848E1
6.408474208E0,-8.133140564E0,-2.622290039E1,-3.998971558E1,4.850737915E1
6.418537208E0,-8.340240479E0,-2.611732483E1,-3.971768188E1,4.826146000E1
6.428601208E0,-8.502296448E0,-2.628835297E1,-3.977478027E1,4.842932678E1
6.438664208E0,-8.365669250E0,-2.616484833E1,-3.962130737E1,4.821236053E1
