"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.212751251E-1,-1.240331268E1,-1.725782776E1,-3.787261963E1,4.342821781E1
6.313371251E-1,-1.250410461E1,-1.710734558E1,-3.814205933E1,4.363290725E1
6.414001250E-1,-1.241609192E1,-1.705112457E1,-3.748876953E1,4.301520695E1
6.514631250E-1,-1.240394592E1,-1.713438034E1,-3.772625732E1,4.325176708E1
6.615261250E-1,-1.241532135E1,-1.695228958E1,-3.751544189E1,4.299917100E1
6.715891251E-1,-1.251354980E1,-1.712359619E1,-3.740017700E1,4.299511269E1
6.816521251E-1,-1.231052399E1,-1.710234833E1,-3.735733032E1,4.289066854E1
6.917151250E-1,-1.230178833E1,-1.691784668E1,-3.752850342E1,4.296435850E1
7.017781250E-1,-1.233486176E1,-1.700458145E1,-3.757894897E1,4.305208486E1
7.118401250E-1,-1.223900604E1,-1.694007111E1,-3.751065063E1,4.293958767E1
7.219031251E-1,-1.250038147E1,-1.688922501E1,-3.749011230E1,4.297690053E1
7.319661251E-1,-1.229869843E1,-1.688372421E1,-3.733743286E1,4.278319786E1
7.420291250E-1,-1.230281067E1,-1.671408844E1,-3.743746948E1,4.280518688E1
7.520921250E-1,-1.246143341E1,-1.667022705E1,-3.757965088E1,4.295828154E1
7.621551250E-1,-1.219319153E1,-1.659801102E1,-3.785308838E1,4.309320351E1
7.722181251E-1,-1.223358154E1,-1.650258636E1,-3.775857544E1,4.298494961E1
7.822811251E-1,-1.227694702E1,-1.626142120E1,-3.745416260E1,4.263767751E1
7.923441250E-1,-1.213372803E1,-1.643498611E1,-3.723889160E1,4.247435900E1
8.024061250E-1,-1.209819794E1,-1.646408081E1,-3.740634155E1,4.262237369E1
8.124691250E-1,-1.194135284E1,-1.647518921E1,-3.760067749E1,4.275323046E1
8.225321251E-1,-1.208580780E1,-1.636479187E1,-3.746472168E1,4.263189573E1
8.325951251E-1,-1.175526428E1,-1.625558472E1,-3.737368774E1,4.241724659E1
8.426581251E-1,-1.200790405E1,-1.634668350E1,-3.788116455E1,4.296959913E1
8.527211250E-1,-1.192795563E1,-1.627860260E1,-3.750524902E1,4.259005438E1
8.627841250E-1,-1.177128601E1,-1.639520645E1,-3.738461304E1,4.248500042E1
8.728471251E-1,-1.179712677E1,-1.625783157E1,-3.732687378E1,4.238849836E1
8.829091251E-1,-1.178621674E1,-1.624663544E1,-3.726785278E1,4.232919700E1
8.929721251E-1,-1.204855347E1,-1.606218719E1,-3.702365112E1,4.211783756E1
9.030351250E-1,-1.215190887E1,-1.614990997E1,-3.742980957E1,4.253797275E1
9.130981250E-1,-1.224649811E1,-1.629587936E1,-3.748031616E1,4.266505010E1
9.231611250E-1,-1.219020081E1,-1.614804077E1,-3.759313965E1,4.269197073E1
9.332241251E-1,-1.217458344E1,-1.632748413E1,-3.745779419E1,4.263676307E1
9.432871251E-1,-1.195486450E1,-1.642004776E1,-3.752340698E1,4.266781955E1
9.533501250E-1,-1.185557556E1,-1.622584534E1,-3.807781982E1,4.305523303E1
9.634121250E-1,-1.199945068E1,-1.617525482E1,-3.809106445E1,4.308775785E1
9.734751250E-1,-1.185327148E1,-1.616058350E1,-3.827084351E1,4.320094868E1
9.835381251E-1,-1.188818359E1,-1.620199203E1,-3.787829590E1,4.287888472E1
9.936011251E-1,-1.180046082E1,-1.618073654E1,-3.777340698E1,4.275391661E1
1.003664125E0,-1.187873077E1,-1.636548615E1,-3.809375000E1,4.312849604E1
1.013727125E0,-1.178952026E1,-1.610022736E1,-3.794778442E1,4.287475308E1
1.023790125E0,-1.175093079E1,-1.585277176E1,-3.810906982E1,4.291498514E1
1.033853125E0,-1.140538788E1,-1.599198532E1,-3.815075684E1,4.291044994E1
1.043915125E0,-1.158316803E1,-1.606018448E1,-3.825772095E1,4.307844611E1
1.053978125E0,-1.137495422E1,-1.603023529E1,-3.820498657E1,4.296485804E1
1.064041125E0,-1.130584717E1,-1.608940125E1,-3.824835205E1,4.300729528E1
1.074104125E0,-1.137722778E1,-1.625297165E1,-3.836819458E1,4.319396665E1
1.084167125E0,-1.136763000E1,-1.599723816E1,-3.816809082E1,4.291780280E1
1.094230125E0,-1.112648773E1,-1.627921295E1,-3.833169556E1,4.310603656E1
1.104293125E0,-1.101966858E1,-1.638696289E1,-3.811004639E1,4.292250324E1
1.114356125E0,-1.108978271E1,-1.599222565E1,-3.826556396E1,4.293003549E1
1.124418125E0,-1.096401215E1,-1.588402557E1,-3.816494751E1,4.276768697E1
1.134481125E0,-1.094147491E1,-1.613867569E1,-3.853247070E1,4.318476612E1
1.144544125E0,-1.103595734E1,-1.586339951E1,-3.838760376E1,4.297729541E1
1.154607125E0,-1.076876068E1,-1.579245377E1,-3.810009766E1,4.262610989E1
1.164670125E0,-1.056138611E1,-1.587179565E1,-3.848428345E1,4.294760583E1
1.174733125E0,-1.072797394E1,-1.588953781E1,-3.799783325E1,4.256057058E1
1.184796125E0,-1.080687714E1,-1.590333176E1,-3.823129272E1,4.279411522E1
1.194859125E0,-1.068522644E1,-1.575143433E1,-3.815402222E1,4.263814206E1
1.204921125E0,-1.044692230E1,-1.598286819E1,-3.815353394E1,4.266476782E1
1.214984125E0,-1.029625702E1,-1.593582153E1,-3.834075928E1,4.277823206E1
1.225047125E0,-1.047636414E1,-1.578715134E1,-3.843875122E1,4.285470742E1
1.235110125E0,-1.048456573E1,-1.586124802E1,-3.855596924E1,4.298916225E1
1.245173125E0,-1.066558075E1,-1.572348404E1,-3.861874390E1,4.303939989E1
1.255236125E0,-1.088214874E1,-1.566039276E1,-3.872967529E1,4.317009163E1
1.265299125E0,-1.082687378E1,-1.547031403E1,-3.875027466E1,4.310609699E1
1.275362125E0,-1.084377289E1,-1.553696823E1,-3.851281738E1,4.292111246E1
1.285424125E0,-1.083743286E1,-1.565757751E1,-3.826739502E1,4.274345805E1
1.295487125E0,-1.089144897E1,-1.564499664E1,-3.846301270E1,4.292776405E1
1.305550125E0,-1.098176575E1,-1.554715729E1,-3.875033569E1,4.317292896E1
1.315613125E0,-1.098495483E1,-1.585800171E1,-3.874905396E1,4.328550142E1
1.325676125E0,-1.094954681E1,-1.570582581E1,-3.875836182E1,4.322934363E1
1.335739125E0,-1.090171814E1,-1.579914093E1,-3.845349121E1,4.297826542E1
1.345802125E0,-1.106057739E1,-1.560998917E1,-3.808547974E1,4.262055726E1
1.355865125E0,-1.100212097E1,-1.560598755E1,-3.825173950E1,4.275265007E1
1.365927125E0,-1.101287079E1,-1.572289276E1,-3.818402100E1,4.273771331E1
1.375990125E0,-1.082019043E1,-1.555488586E1,-3.860794067E1,4.300702359E1
1.386053125E0,-1.086463928E1,-1.564790726E1,-3.857092285E1,4.301875728E1
1.396116125E0,-1.106366730E1,-1.528643799E1,-3.852304077E1,4.289644030E1
1.406179125E0,-1.097207642E1,-1.543215942E1,-3.868447876E1,4.307002324E1
1.416242125E0,-1.108715057E1,-1.520540619E1,-3.835955811E1,4.272686489E1
1.426305125E0,-1.111000061E1,-1.522274017E1,-3.846676636E1,4.283521969E1
1.436368125E0,-1.079956055E1,-1.537644958E1,-3.831179810E1,4.267153130E1
1.446430125E0,-1.094805908E1,-1.526391220E1,-3.822363281E1,4.258982412E1
1.456493125E0,-1.095148468E1,-1.552404785E1,-3.849438477E1,4.292724935E1
1.466556125E0,-1.080346680E1,-1.557466888E1,-3.837457275E1,4.280061962E1
1.476619125E0,-1.062551117E1,-1.558969116E1,-3.855020142E1,4.291920301E1
1.486682125E0,-1.041499329E1,-1.555462265E1,-3.883761597E1,4.311355686E1
1.496745125E0,-1.078728485E1,-1.588851929E1,-3.905023193E1,4.351702165E1
1.506808125E0,-1.041718292E1,-1.553156281E1,-3.858914185E1,4.288203600E1
1.516871125E0,-1.055915833E1,-1.528586578E1,-3.861010742E1,4.284733262E1
1.526933125E0,-1.048372650E1,-1.542593002E1,-3.879833984E1,4.304856575E1
1.536996125E0,-1.058457184E1,-1.538891220E1,-3.857247925E1,4.285659733E1
1.547059125E0,-1.060399628E1,-1.555262756E1,-3.852545166E1,4.287819244E1
1.557122125E0,-1.067070770E1,-1.539274597E1,-3.868475342E1,4.298035340E1
1.567185125E0,-1.061200714E1,-1.545937347E1,-3.869137573E1,4.299569141E1
1.577247250E0,-1.050115967E1,-1.520257568E1,-3.848876953E1,4.269400475E1
1.587310250E0,-1.049943542E1,-1.520838928E1,-3.868099976E1,4.286902134E1
1.597373250E0,-1.053102875E1,-1.516783142E1,-3.873455811E1,4.291074071E1
1.607435250E0,-1.049437714E1,-1.529351425E1,-3.855929565E1,4.278834901E1
1.617498250E0,-1.049041748E1,-1.517643738E1,-3.862869263E1,4.280828196E1
1.627561250E0,-1.063174438E1,-1.532223511E1,-3.837133789E1,4.266338534E1
1.637624250E0,-1.070000458E1,-1.516496277E1,-3.828280640E1,4.254455852E1
1.647687250E0,-1.080477142E1,-1.512750626E1,-3.862524414E1,4.286600070E1
1.657750250E0,-1.066185760E1,-1.502275848E1,-3.873666382E1,4.289391103E1
1.667813250E0,-1.066999817E1,-1.499669266E1,-3.887426758E1,4.301114194E1
1.677876250E0,-1.053124237E1,-1.494828415E1,-3.861904907E1,4.272925480E1
1.687938250E0,-1.048580170E1,-1.495105362E1,-3.848712158E1,4.259981889E1
1.698001250E0,-1.031764984E1,-1.506859970E1,-3.880072021E1,4.288370885E1
1.708064250E0,-1.054128265E1,-1.506245041E1,-3.865460205E1,4.280390534E1
1.718127250E0,-1.065443420E1,-1.514549637E1,-3.885263062E1,4.303986448E1
1.728190250E0,-1.061312866E1,-1.494079208E1,-3.883242798E1,4.293976282E1
1.738253250E0,-1.057010651E1,-1.511349106E1,-3.876571655E1,4.292930868E1
1.748316250E0,-1.052919006E1,-1.504982758E1,-3.880078125E1,4.292856600E1
1.758378250E0,-1.044567108E1,-1.480219650E1,-3.851028442E1,4.255888946E1
1.768441250E0,-1.060737610E1,-1.463550568E1,-3.818197632E1,4.224426316E1
1.778504250E0,-1.058239746E1,-1.505364227E1,-3.856170654E1,4.272709320E1
1.788567250E0,-1.044734192E1,-1.485371399E1,-3.858230591E1,4.264239793E1
1.798630250E0,-1.067404175E1,-1.452476501E1,-3.872348022E1,4.271313483E1
1.808693250E0,-1.054386902E1,-1.486348343E1,-3.875411987E1,4.282497076E1
1.818756250E0,-1.054505920E1,-1.497887802E1,-3.875830078E1,4.286923069E1
1.828819250E0,-1.068730927E1,-1.502543259E1,-3.874945068E1,4.291272692E1
1.838881250E0,-1.066720581E1,-1.497020721E1,-3.882922363E1,4.296050502E1
1.848944250E0,-1.079522705E1,-1.507955170E1,-3.892239380E1,4.311476018E1
1.859007250E0,-1.064957428E1,-1.511170959E1,-3.871026611E1,4.289827388E1
1.869070250E0,-1.092458344E1,-1.523376846E1,-3.872332764E1,4.302220738E1
1.879133250E0,-1.068128967E1,-1.516948700E1,-3.835446167E1,4.260596220E1
1.889196250E0,-1.051441956E1,-1.508097076E1,-3.820303345E1,4.239646757E1
1.899259250E0,-1.046135712E1,-1.519456100E1,-3.851110840E1,4.270152394E1
1.909322250E0,-1.060563660E1,-1.502981567E1,-3.835195923E1,4.253525201E1
1.919384250E0,-1.055081940E1,-1.516987228E1,-3.832025146E1,4.254276069E1
1.929447250E0,-1.055930328E1,-1.506496811E1,-3.853982544E1,4.270562369E1
1.939510250E0,-1.050415039E1,-1.517030334E1,-3.881268311E1,4.297557037E1
1.949573250E0,-1.047070312E1,-1.507540512E1,-3.868331909E1,4.281708350E1
1.959636250E0,-1.063052368E1,-1.492912674E1,-3.850994873E1,4.264859916E1
1.969699250E0,-1.083268738E1,-1.491542053E1,-3.844577026E1,4.263676977E1
1.979762250E0,-1.072103882E1,-1.509766769E1,-3.832550049E1,4.256435399E1
1.989825250E0,-1.065991974E1,-1.515773392E1,-3.847613525E1,4.270601562E1
1.999887250E0,-1.059271240E1,-1.538153458E1,-3.855816650E1,4.284307839E1
2.009950250E0,-1.063736725E1,-1.533136749E1,-3.862915039E1,4.290006610E1
2.020013250E0,-1.078791809E1,-1.529446030E1,-3.884716797E1,4.312078561E1
2.030076250E0,-1.079861450E1,-1.521449661E1,-3.868493652E1,4.294898481E1
2.040139250E0,-1.073105621E1,-1.518775558E1,-3.879144287E1,4.301859513E1
2.050202250E0,-1.082973480E1,-1.523709488E1,-3.884051514E1,4.310496297E1
2.060265250E0,-1.071468353E1,-1.513727188E1,-3.858374023E1,4.280942015E1
2.070328250E0,-1.078514862E1,-1.540167236E1,-3.887698364E1,4.318507612E1
2.080390250E0,-1.092291260E1,-1.539075089E1,-3.901663208E1,4.334146757E1
2.090453250E0,-1.084682465E1,-1.498782349E1,-3.871517944E1,4.290866552E1
2.100516250E0,-1.077000427E1,-1.495719910E1,-3.849905396E1,4.268357942E1
2.110579250E0,-1.077765656E1,-1.477473450E1,-3.856387329E1,4.268047544E1
2.120642250E0,-1.080901337E1,-1.482033539E1,-3.867147827E1,4.280140585E1
2.130705250E0,-1.071121979E1,-1.500627899E1,-3.845501709E1,4.264630087E1
2.140768250E0,-1.082647705E1,-1.515936661E1,-3.854434204E1,4.280987392E1
2.150830250E0,-1.073631287E1,-1.511928558E1,-3.876712036E1,4.297383892E1
2.160893250E0,-1.058026886E1,-1.499273682E1,-3.852453613E1,4.267158458E1
2.170956250E0,-1.069738007E1,-1.484523392E1,-3.854696655E1,4.266946848E1
2.181019250E0,-1.058914185E1,-1.496307373E1,-3.856784058E1,4.270248034E1
2.191082250E0,-1.075234985E1,-1.502141571E1,-3.840118408E1,4.261345910E1
2.201145250E0,-1.073481750E1,-1.517230606E1,-3.869900513E1,4.293073696E1
2.211208250E0,-1.048166656E1,-1.530057144E1,-3.869015503E1,4.290572126E1
2.221271250E0,-1.047494507E1,-1.522112656E1,-3.850878906E1,4.271222311E1
2.231333250E0,-1.065771484E1,-1.472201157E1,-3.843023682E1,4.251126453E1
2.241396250E0,-1.066460419E1,-1.458267593E1,-3.848220825E1,4.251198151E1
2.251459250E0,-1.080792236E1,-1.468869400E1,-3.840594482E1,4.251570904E1
2.261522250E0,-1.083846283E1,-1.493828964E1,-3.873718262E1,4.290913762E1
2.271585250E0,-1.083089447E1,-1.498477936E1,-3.890557861E1,4.307546790E1
2.281648250E0,-1.056486511E1,-1.513253784E1,-3.856610107E1,4.275458137E1
2.291711250E0,-1.049988556E1,-1.514624405E1,-3.886376953E1,4.301219464E1
2.301774250E0,-1.031075287E1,-1.517995453E1,-3.865768433E1,4.279204601E1
2.311836250E0,-1.061138153E1,-1.508742905E1,-3.864648438E1,4.282268894E1
2.321899250E0,-1.080350494E1,-1.509141159E1,-3.899539185E1,4.318688468E1
2.331962250E0,-1.062563324E1,-1.506798172E1,-3.861044312E1,4.278684929E1
2.342025250E0,-1.070444489E1,-1.508995819E1,-3.875201416E1,4.294194430E1
2.352088250E0,-1.066639709E1,-1.474279785E1,-3.870617676E1,4.277020265E1
2.362151250E0,-1.050092316E1,-1.480698013E1,-3.854330444E1,4.260401818E1
2.372214250E0,-1.033454895E1,-1.469856644E1,-3.879879761E1,4.275742571E1
2.382276250E0,-1.049687958E1,-1.479481506E1,-3.865045166E1,4.269576615E1
2.392339250E0,-1.047151947E1,-1.460686874E1,-3.866461182E1,4.263760713E1
2.402402250E0,-1.038284302E1,-1.480364990E1,-3.880105591E1,4.280739912E1
2.412465250E0,-1.049246979E1,-1.494100952E1,-3.859011841E1,4.269101693E1
2.422528250E0,-1.032901001E1,-1.495008469E1,-3.890197754E1,4.293666657E1
2.432591250E0,-1.033969879E1,-1.481097794E1,-3.905480957E1,4.302967103E1
2.442654250E0,-1.045615387E1,-1.484936142E1,-3.883090210E1,4.286809590E1
2.452717250E0,-1.053963470E1,-1.476462936E1,-3.870538330E1,4.274558312E1
2.462779250E0,-1.058898926E1,-1.486412430E1,-3.876995850E1,4.285065421E1
2.472842250E0,-1.057327271E1,-1.494384766E1,-3.848165894E1,4.261397368E1
2.482905250E0,-1.043531799E1,-1.482591629E1,-3.874462891E1,4.277674514E1
2.492968250E0,-1.025672913E1,-1.498028183E1,-3.862490845E1,4.267895135E1
2.503031250E0,-1.039351654E1,-1.509888077E1,-3.883370972E1,4.294250106E1
2.513094250E0,-1.040443420E1,-1.485383224E1,-3.860467529E1,4.265219265E1
2.523157250E0,-1.029701233E1,-1.482746887E1,-3.836883545E1,4.240341767E1
2.533220250E0,-1.052301788E1,-1.438286591E1,-3.850750732E1,4.243146070E1
2.543282250E0,-1.037317657E1,-1.459460449E1,-3.863122559E1,4.257906602E1
2.553345250E0,-1.010697174E1,-1.472220612E1,-3.894729614E1,4.284607459E1
2.563408250E0,-1.030548096E1,-1.487053299E1,-3.879815674E1,4.280925899E1
2.573471667E0,-1.023087311E1,-1.468893814E1,-3.876605225E1,4.269944350E1
2.583534667E0,-1.010221100E1,-1.466093063E1,-3.875573730E1,4.264979165E1
2.593597667E0,-1.017079163E1,-1.465671539E1,-3.858322144E1,4.250799083E1
2.603660667E0,-1.021970367E1,-1.460656738E1,-3.841549683E1,4.235026033E1
2.613722667E0,-9.951210022E0,-1.454322815E1,-3.876025391E1,4.257803834E1
2.623785667E0,-1.011126709E1,-1.478096390E1,-3.879885864E1,4.273249405E1
2.633848667E0,-1.011141968E1,-1.466516876E1,-3.897366333E1,4.285153925E1
2.643911667E0,-1.034381866E1,-1.463630676E1,-3.881781006E1,4.275556616E1
2.653974667E0,-1.023583221E1,-1.462053680E1,-3.868957520E1,4.260769398E1
2.664037667E0,-1.013643646E1,-1.469093323E1,-3.870220947E1,4.261961850E1
2.674100667E0,-1.018975830E1,-1.456363678E1,-3.865567017E1,4.254634563E1
2.684163667E0,-1.028671265E1,-1.482570648E1,-3.873605347E1,4.273288977E1
2.694225667E0,-1.032092285E1,-1.471555328E1,-3.891024780E1,4.286112856E1
2.704288667E0,-1.036164093E1,-1.505652618E1,-3.894641113E1,4.302191911E1
2.714351667E0,-1.040784454E1,-1.516922379E1,-3.884249878E1,4.297869577E1
2.724414667E0,-1.016728210E1,-1.507859039E1,-3.875842285E1,4.281299868E1
2.734477667E0,-1.033526611E1,-1.494495773E1,-3.854553223E1,4.261370134E1
2.744540667E0,-1.032586670E1,-1.492148590E1,-3.864862061E1,4.269648861E1
2.754603667E0,-1.033444977E1,-1.507918930E1,-3.839743042E1,4.252699689E1
2.764665667E0,-1.024364471E1,-1.482755280E1,-3.853921509E1,4.254479614E1
2.774728667E0,-1.036851501E1,-1.484048843E1,-3.863800049E1,4.266897330E1
2.784791667E0,-1.003068542E1,-1.484102631E1,-3.839941406E1,4.237199207E1
2.794854667E0,-1.022882080E1,-1.475517273E1,-3.809872437E1,4.211717815E1
2.804917667E0,-1.014235687E1,-1.484961319E1,-3.885848999E1,4.281776102E1
2.814980667E0,-1.046842194E1,-1.485091400E1,-3.883114624E1,4.287184884E1
2.825043667E0,-1.022022247E1,-1.481631088E1,-3.865475464E1,4.263995863E1
2.835106667E0,-1.003147888E1,-1.460201645E1,-3.833761597E1,4.223295219E1
2.845168667E0,-1.014327240E1,-1.458640289E1,-3.825610352E1,4.218031034E1
2.855231667E0,-1.023416138E1,-1.466707230E1,-3.874523926E1,4.267381673E1
2.865294667E0,-1.029130554E1,-1.478764343E1,-3.901144409E1,4.297066602E1
2.875357667E0,-1.026851654E1,-1.462815475E1,-3.868338013E1,4.261254794E1
2.885420667E0,-1.041828918E1,-1.483800125E1,-3.866479492E1,4.270448919E1
2.895483667E0,-1.042662048E1,-1.469498444E1,-3.844787598E1,4.246052460E1
2.905546667E0,-1.051123047E1,-1.458021545E1,-3.853009033E1,4.251630875E1
2.915609667E0,-1.024174500E1,-1.460607910E1,-3.870755005E1,4.262048003E1
2.925671667E0,-1.000002289E1,-1.497797012E1,-3.865277100E1,4.264242902E1
2.935734667E0,-1.013671875E1,-1.472510529E1,-3.861007690E1,4.254785343E1
2.945797667E0,-1.038200378E1,-1.467736053E1,-3.866772461E1,4.264274664E1
2.955860667E0,-1.048761749E1,-1.464849854E1,-3.858822632E1,4.258661574E1
2.965923667E0,-1.053754425E1,-1.488056564E1,-3.902493286E1,4.307454535E1
2.975986667E0,-1.035706329E1,-1.452109909E1,-3.860104370E1,4.252260168E1
2.986049667E0,-1.036023712E1,-1.463225555E1,-3.840478516E1,4.238354561E1
2.996111667E0,-1.032170105E1,-1.469979095E1,-3.861685181E1,4.258970075E1
3.006174667E0,-1.042683411E1,-1.491585159E1,-3.885507202E1,4.290592174E1
3.016237667E0,-1.049175262E1,-1.495593643E1,-3.874383545E1,4.283505215E1
3.026300667E0,-1.043115997E1,-1.499932861E1,-3.881845093E1,4.290292635E1
3.036363667E0,-1.054463959E1,-1.504785538E1,-3.878573608E1,4.291806961E1
3.046426667E0,-1.045781708E1,-1.498477554E1,-3.856762695E1,4.267752670E1
3.056489667E0,-1.060239410E1,-1.501561737E1,-3.857119751E1,4.272723725E1
3.066552667E0,-1.046217346E1,-1.467884827E1,-3.850634766E1,4.251663756E1
3.076614667E0,-1.066144562E1,-1.471703720E1,-3.855395508E1,4.262235398E1
3.086677667E0,-1.050930023E1,-1.471401215E1,-3.883056641E1,4.283410361E1
3.096740667E0,-1.030200195E1,-1.450931549E1,-3.869696045E1,4.259232593E1
3.106803667E0,-1.046926880E1,-1.465906143E1,-3.887069702E1,4.284185755E1
3.116866667E0,-1.038449860E1,-1.482211685E1,-3.866851807E1,4.269411257E1
3.126929667E0,-1.035351562E1,-1.455356598E1,-3.870721436E1,4.262921547E1
3.136992667E0,-1.015333557E1,-1.467790985E1,-3.853845215E1,4.247050217E1
3.147054667E0,-1.018037415E1,-1.463375473E1,-3.851138306E1,4.243717027E1
3.157117667E0,-1.014653778E1,-1.462073898E1,-3.885507202E1,4.273680918E1
3.167180667E0,-1.013327026E1,-1.471749496E1,-3.906503296E1,4.295770739E1
3.177243667E0,-1.037596893E1,-1.473612595E1,-3.888757324E1,4.286090867E1
3.187306667E0,-1.017229462E1,-1.458477402E1,-3.916973877E1,4.301696928E1
3.197369667E0,-1.038894653E1,-1.477158737E1,-3.898648071E1,4.296598285E1
3.207432667E0,-1.046463776E1,-1.474227524E1,-3.881188965E1,4.281595615E1
3.217495667E0,-1.056616974E1,-1.474267578E1,-3.874798584E1,4.278313732E1
3.227557667E0,-1.071131134E1,-1.470053482E1,-3.887469482E1,4.291945727E1
