"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.237620667E0,-1.040586853E1,-1.464590454E1,-3.884970093E1,4.280284899E1
3.247683667E0,-1.049276733E1,-1.477527618E1,-3.892391968E1,4.293574823E1
3.257746667E0,-1.028194427E1,-1.469006729E1,-3.882055664E1,4.276157239E1
3.267809667E0,-1.032524109E1,-1.496427917E1,-3.879367065E1,4.284260890E1
3.277872667E0,-1.062850189E1,-1.486840820E1,-3.902691650E1,4.309448720E1
3.287935667E0,-1.077305603E1,-1.500855255E1,-3.936181641E1,4.348181202E1
3.297998667E0,-1.076122284E1,-1.475141525E1,-3.935476685E1,4.338439630E1
3.308060667E0,-1.054237366E1,-1.469223785E1,-3.917071533E1,4.314334752E1
3.318123667E0,-1.052011871E1,-1.466475296E1,-3.919595337E1,4.315148477E1
3.328186667E0,-1.032907104E1,-1.461745834E1,-3.916384888E1,4.306003781E1
3.338249667E0,-1.043721771E1,-1.447021103E1,-3.923355103E1,4.309981493E1
3.348312667E0,-1.063781738E1,-1.450510788E1,-3.889880371E1,4.285648426E1
3.358375667E0,-1.048724365E1,-1.467917252E1,-3.879098511E1,4.278084748E1
3.368438667E0,-1.040068817E1,-1.472264099E1,-3.855722046E1,4.256277390E1
3.378500667E0,-1.052951050E1,-1.484219742E1,-3.861019897E1,4.268382458E1
3.388563667E0,-1.002658081E1,-1.453615952E1,-3.871902466E1,4.255578840E1
3.398626667E0,-1.010087585E1,-1.422029114E1,-3.851596069E1,4.228148059E1
3.408689667E0,-9.967742920E0,-1.453364944E1,-3.875189209E1,4.257102307E1
3.418752667E0,-1.007363129E1,-1.432766724E1,-3.902365112E1,4.277388739E1
3.428815667E0,-1.024111938E1,-1.438180542E1,-3.909259033E1,4.289460890E1
3.438878667E0,-1.022578430E1,-1.445696640E1,-3.919424438E1,4.300882857E1
3.448941667E0,-1.032982635E1,-1.416420746E1,-3.869812012E1,4.248381558E1
3.459003667E0,-1.023658752E1,-1.418226242E1,-3.896350098E1,4.270923436E1
3.469066667E0,-9.963417053E0,-1.439239120E1,-3.895794678E1,4.270986093E1
3.479129667E0,-1.001282501E1,-1.453616333E1,-3.890121460E1,4.271839424E1
3.489192667E0,-1.007790375E1,-1.448910904E1,-3.904904175E1,4.285237550E1
3.499255667E0,-1.035257721E1,-1.454135513E1,-3.939096069E1,4.324667211E1
3.509318667E0,-9.970817566E0,-1.464944839E1,-3.910000610E1,4.292824267E1
3.519381667E0,-1.016303253E1,-1.493348694E1,-3.916754150E1,4.313226831E1
3.529443667E0,-1.023581696E1,-1.474096680E1,-3.923910522E1,4.314829579E1
3.539506667E0,-1.031162262E1,-1.438483810E1,-3.932138062E1,4.312104013E1
3.549569667E0,-1.034789276E1,-1.452367401E1,-3.910815430E1,4.298213261E1
3.559632667E0,-1.017568970E1,-1.458149719E1,-3.933255005E1,4.316496513E1
3.569695667E0,-1.027914429E1,-1.456532669E1,-3.940951538E1,4.325412641E1
3.579759167E0,-1.033486176E1,-1.436091614E1,-3.952636719E1,4.330564609E1
3.589822167E0,-1.019853973E1,-1.429805756E1,-3.908151245E1,4.284634498E1
3.599885167E0,-1.041436768E1,-1.439655304E1,-3.907067871E1,4.292129691E1
3.609947167E0,-1.025870514E1,-1.444705200E1,-3.893807983E1,4.278004680E1
3.620010167E0,-1.013360596E1,-1.455550766E1,-3.887466431E1,4.272929087E1
3.630073167E0,-9.889259338E0,-1.427275848E1,-3.883840942E1,4.254328539E1
3.640136167E0,-1.019867706E1,-1.451891327E1,-3.916046143E1,4.299248301E1
3.650199167E0,-1.008235931E1,-1.434698486E1,-3.887692261E1,4.264862314E1
3.660262167E0,-9.650581360E0,-1.424153137E1,-3.901107788E1,4.263589021E1
3.670325167E0,-1.004946899E1,-1.416760254E1,-3.916958618E1,4.284821199E1
3.680387167E0,-1.015857697E1,-1.445238495E1,-3.896569824E1,4.278310129E1
3.690450167E0,-1.007944489E1,-1.447185898E1,-3.908764648E1,4.288209439E1
3.700513167E0,-1.025597382E1,-1.445351791E1,-3.966226196E1,4.344173343E1
3.710576167E0,-1.015708160E1,-1.418807220E1,-3.921078491E1,4.291798403E1
3.720639167E0,-1.021611023E1,-1.403833771E1,-3.922470093E1,4.289546592E1
3.730702167E0,-1.028542328E1,-1.407165146E1,-3.909884644E1,4.280795603E1
3.740765167E0,-1.009360504E1,-1.442974854E1,-3.916625977E1,4.294292037E1
3.750828167E0,-9.897003174E0,-1.451966858E1,-3.963070679E1,4.335163628E1
3.760890167E0,-1.013049316E1,-1.433246613E1,-3.942987061E1,4.315971702E1
3.770953167E0,-9.906211853E0,-1.417944717E1,-3.909353638E1,4.274920282E1
3.781016167E0,-1.013379669E1,-1.413388824E1,-3.915185547E1,4.284073317E1
3.791079167E0,-1.016968536E1,-1.407438660E1,-3.918350220E1,4.285857794E1
3.801142167E0,-1.014258575E1,-1.424147034E1,-3.932498169E1,4.303656246E1
3.811205167E0,-1.012939453E1,-1.418968964E1,-3.944149780E1,4.312289038E1
3.821268167E0,-1.037602997E1,-1.431825638E1,-3.926977539E1,4.306726974E1
3.831330167E0,-1.013716888E1,-1.434687042E1,-3.926593018E1,4.301637080E1
3.841393167E0,-1.005143738E1,-1.424167252E1,-3.855642700E1,4.231376481E1
3.851456167E0,-1.017971039E1,-1.435554123E1,-3.867007446E1,4.248626515E1
3.861519167E0,-1.025434113E1,-1.418840408E1,-3.877450562E1,4.254320872E1
3.871582167E0,-1.014970398E1,-1.423146057E1,-3.912780762E1,4.285482808E1
3.881645167E0,-1.025115967E1,-1.401823425E1,-3.918582153E1,4.286170523E1
3.891708167E0,-1.035325623E1,-1.387756348E1,-3.913708496E1,4.279588884E1
3.901771167E0,-1.059909821E1,-1.406525803E1,-3.924682617E1,4.301727247E1
3.911833167E0,-1.039130402E1,-1.422295761E1,-3.959460449E1,4.333594844E1
3.921896167E0,-1.033275604E1,-1.413478470E1,-3.961282349E1,4.330974221E1
3.931959167E0,-1.042044830E1,-1.419327545E1,-3.940682983E1,4.316170813E1
3.942022167E0,-1.035232544E1,-1.427475357E1,-3.964791870E1,4.339235749E1
3.952085167E0,-1.019944763E1,-1.411163712E1,-3.930914307E1,4.299274081E1
3.962148167E0,-1.012712097E1,-1.424029541E1,-3.948519897E1,4.317899409E1
3.972211167E0,-1.038480377E1,-1.429229355E1,-3.941061401E1,4.318923826E1
3.982273167E0,-1.032277679E1,-1.441878510E1,-3.946005249E1,4.326149358E1
3.992336167E0,-1.031068420E1,-1.443293381E1,-3.919131470E1,4.301835579E1
4.002399167E0,-1.020385742E1,-1.442235184E1,-3.891860962E1,4.274086000E1
4.012462167E0,-1.016423035E1,-1.449350357E1,-3.892089844E1,4.275756728E1
4.022525167E0,-1.011340332E1,-1.447723007E1,-3.892990112E1,4.274819667E1
4.032588167E0,-1.015592957E1,-1.446821213E1,-3.918023682E1,4.298328773E1
4.042651167E0,-1.018915558E1,-1.454663086E1,-3.947705078E1,4.328811499E1
4.052713167E0,-1.013848114E1,-1.471306229E1,-3.929803467E1,4.316941661E1
4.062776167E0,-9.990127563E0,-1.457657242E1,-3.914224243E1,4.294641143E1
4.072839167E0,-1.002387238E1,-1.447615814E1,-3.911605835E1,4.289642401E1
4.082902167E0,-1.009815979E1,-1.443441391E1,-3.909899902E1,4.288422625E1
4.092965167E0,-1.015729523E1,-1.438364029E1,-3.908154297E1,4.286521614E1
4.103028167E0,-1.015868378E1,-1.448954010E1,-3.940820312E1,4.319898265E1
4.113091167E0,-9.917053223E0,-1.454456711E1,-3.920864868E1,4.297918692E1
4.123154167E0,-1.026808929E1,-1.450307083E1,-3.932403564E1,4.315266505E1
4.133216167E0,-1.005032349E1,-1.459417725E1,-3.926046753E1,4.307416073E1
4.143279167E0,-1.006669617E1,-1.468014526E1,-3.917590332E1,4.303018054E1
4.153342167E0,-1.010893250E1,-1.453240204E1,-3.906686401E1,4.289057110E1
4.163405167E0,-1.015613556E1,-1.420296860E1,-3.921768188E1,4.292898763E1
4.173468167E0,-1.019741058E1,-1.442816162E1,-3.920678711E1,4.300385083E1
4.183531167E0,-1.029787445E1,-1.428295135E1,-3.923358154E1,4.300375377E1
4.193594167E0,-1.019596100E1,-1.442639923E1,-3.916445923E1,4.296432802E1
4.203657167E0,-1.010961914E1,-1.450251770E1,-3.889157104E1,4.272097514E1
4.213719167E0,-1.014142609E1,-1.451722717E1,-3.906799316E1,4.289413127E1
4.223782167E0,-1.029715729E1,-1.406273270E1,-3.905856323E1,4.277105635E1
4.233845167E0,-1.019087219E1,-1.424087524E1,-3.936990356E1,4.308881189E1
4.243908167E0,-1.017734528E1,-1.425044250E1,-3.897863770E1,4.273157691E1
4.253971167E0,-1.025215912E1,-1.435665131E1,-3.926870728E1,4.304940853E1
4.264034167E0,-1.006003571E1,-1.427230453E1,-3.959353638E1,4.327298370E1
4.274097167E0,-1.016145325E1,-1.423871231E1,-3.911016846E1,4.284391832E1
4.284159167E0,-1.039755249E1,-1.431783295E1,-3.908178711E1,4.290099675E1
4.294222167E0,-1.028301239E1,-1.433743668E1,-3.907955933E1,4.287790097E1
4.304285167E0,-1.033702850E1,-1.437973785E1,-3.918682861E1,4.300277382E1
4.314348167E0,-1.032003784E1,-1.426911545E1,-3.892620850E1,4.272423837E1
4.324411167E0,-1.045687103E1,-1.438516235E1,-3.908776855E1,4.294336617E1
4.334474167E0,-1.058412170E1,-1.433390808E1,-3.907421875E1,4.294507101E1
4.344537167E0,-1.037217712E1,-1.429207230E1,-3.882803345E1,4.265514705E1
4.354599167E0,-1.032854462E1,-1.441347122E1,-3.884185791E1,4.269797317E1
4.364662167E0,-1.036350250E1,-1.421105957E1,-3.909387207E1,4.286825436E1
4.374725167E0,-1.018518066E1,-1.402036285E1,-3.910665894E1,4.277428261E1
4.384788167E0,-1.021018982E1,-1.430153656E1,-3.924160767E1,4.299634515E1
4.394851167E0,-1.012403870E1,-1.413653946E1,-3.939645386E1,4.306295954E1
4.404914167E0,-9.944358826E0,-1.397651672E1,-3.924359131E1,4.282864405E1
4.414977167E0,-9.878669739E0,-1.382874298E1,-3.915670776E1,4.268571203E1
4.425039167E0,-9.947456360E0,-1.414898682E1,-3.924102783E1,4.288360970E1
4.435102167E0,-9.861595154E0,-1.407967758E1,-3.916308594E1,4.276956488E1
4.445165167E0,-9.915206909E0,-1.423141861E1,-3.929635620E1,4.295402443E1
4.455228167E0,-1.014732361E1,-1.421437073E1,-3.900387573E1,4.273545172E1
4.465291167E0,-1.025988770E1,-1.427956772E1,-3.918759155E1,4.295158532E1
4.475354167E0,-1.020079803E1,-1.397090530E1,-3.918814087E1,4.283634976E1
4.485417167E0,-1.031007385E1,-1.416236496E1,-3.949810791E1,4.320845673E1
4.495480167E0,-1.005841827E1,-1.410949707E1,-3.927413940E1,4.292677150E1
4.505542167E0,-1.039990997E1,-1.410126114E1,-3.932824707E1,4.305478732E1
4.515605167E0,-1.027246094E1,-1.406758881E1,-3.906655884E1,4.277401697E1
4.525668167E0,-1.014286804E1,-1.404659653E1,-3.914801025E1,4.281064532E1
4.535731167E0,-1.007939148E1,-1.408037949E1,-3.933392334E1,4.297683963E1
4.545794167E0,-1.014847565E1,-1.413358307E1,-3.927981567E1,4.296107131E1
4.555857167E0,-1.019795227E1,-1.415568924E1,-3.901605225E1,4.273914016E1
4.565920167E0,-1.005881500E1,-1.393220901E1,-3.942129517E1,4.300377565E1
4.575981792E0,-1.046703339E1,-1.400192261E1,-3.934289551E1,4.305201565E1
4.586044792E0,-1.044854736E1,-1.419322968E1,-3.952581787E1,4.327713240E1
4.596107792E0,-1.022258759E1,-1.409648132E1,-3.945742798E1,4.312888481E1
4.606170792E0,-1.020790863E1,-1.406958008E1,-3.954537964E1,4.319712413E1
4.616233792E0,-1.022711182E1,-1.402420807E1,-3.945327759E1,4.310259088E1
4.626296792E0,-1.020345306E1,-1.391809464E1,-3.944207764E1,4.305230889E1
4.636359792E0,-1.021605682E1,-1.429440308E1,-3.961816406E1,4.333932048E1
4.646422792E0,-1.018725586E1,-1.444614029E1,-3.939569092E1,4.317975931E1
4.656484792E0,-1.013123322E1,-1.433210373E1,-3.879971313E1,4.258484265E1
4.666547792E0,-1.012081146E1,-1.427602386E1,-3.905722046E1,4.279838960E1
4.676610792E0,-1.020782471E1,-1.420864868E1,-3.943612671E1,4.314271054E1
4.686673792E0,-1.013833618E1,-1.419710541E1,-3.910668945E1,4.282145283E1
4.696736792E0,-1.011865234E1,-1.437780762E1,-3.937133789E1,4.311856589E1
4.706799792E0,-9.958885193E0,-1.401868820E1,-3.900042725E1,4.262319015E1
4.716862792E0,-9.930618286E0,-1.400146103E1,-3.902413940E1,4.263263476E1
4.726924792E0,-9.906082153E0,-1.404648590E1,-3.938284302E1,4.297025197E1
4.736987792E0,-1.012504578E1,-1.410573959E1,-3.953308105E1,4.317815349E1
4.747050792E0,-1.019749451E1,-1.437577820E1,-3.939767456E1,4.316049877E1
4.757113792E0,-9.982299805E0,-1.424818802E1,-3.939306641E1,4.306356757E1
4.767176792E0,-9.913726807E0,-1.427215195E1,-3.909655762E1,4.278454298E1
4.777239792E0,-1.007166290E1,-1.421173859E1,-3.921417236E1,4.290877791E1
4.787302792E0,-1.021141815E1,-1.418297577E1,-3.891918945E1,4.266301876E1
4.797364792E0,-1.014080048E1,-1.425184631E1,-3.887295532E1,4.262695876E1
4.807427792E0,-1.026966095E1,-1.430037308E1,-3.914962769E1,4.292621523E1
4.817490792E0,-1.006877899E1,-1.439480972E1,-3.916848755E1,4.292739538E1
4.827553792E0,-1.027406311E1,-1.424063492E1,-3.909689331E1,4.285929447E1
4.837616792E0,-9.982421875E0,-1.436030960E1,-3.894824219E1,4.269464613E1
4.847679792E0,-1.014052582E1,-1.423129654E1,-3.885424805E1,4.260296535E1
4.857742792E0,-9.835388184E0,-1.419468689E1,-3.857226562E1,4.226160991E1
4.867804792E0,-1.015988922E1,-1.440132141E1,-3.875042725E1,4.257014234E1
4.877867792E0,-1.003429413E1,-1.440559387E1,-3.880368042E1,4.259030180E1
4.887930792E0,-1.019007874E1,-1.442805481E1,-3.905905151E1,4.286742324E1
4.897993792E0,-1.008674622E1,-1.450535583E1,-3.882888794E1,4.265946947E1
4.908056792E0,-1.024373627E1,-1.449489212E1,-3.872344971E1,4.259743640E1
4.918119792E0,-1.030481720E1,-1.450106049E1,-3.884497070E1,4.272472073E1
4.928182792E0,-1.036979675E1,-1.432472229E1,-3.855120850E1,4.241374812E1
4.938245792E0,-1.033041382E1,-1.455970383E1,-3.921145630E1,4.308411227E1
4.948307792E0,-1.043395996E1,-1.436008072E1,-3.881671143E1,4.268274270E1
4.958370792E0,-1.062343597E1,-1.438640213E1,-3.875891113E1,4.268581908E1
4.968433792E0,-1.037261200E1,-1.448445129E1,-3.875732422E1,4.265583887E1
4.978496792E0,-1.052907562E1,-1.439468384E1,-3.870605469E1,4.261721513E1
4.988559792E0,-1.030455780E1,-1.446960449E1,-3.909545898E1,4.294191750E1
4.998622792E0,-1.033047485E1,-1.430911255E1,-3.900411987E1,4.281110580E1
5.008685792E0,-1.008677673E1,-1.412332916E1,-3.914053345E1,4.281580141E1
5.018747792E0,-1.008647156E1,-1.426742172E1,-3.887445068E1,4.262064226E1
5.028810792E0,-1.022454834E1,-1.413058853E1,-3.853451538E1,4.229803538E1
5.038873792E0,-1.040457153E1,-1.429582596E1,-3.868652344E1,4.253554801E1
5.048936792E0,-1.022356415E1,-1.458931732E1,-3.905731201E1,4.292834804E1
5.058999792E0,-1.009160614E1,-1.458005142E1,-3.917642212E1,4.300244719E1
5.069062792E0,-1.027946472E1,-1.424409103E1,-3.899542236E1,4.276920025E1
5.079125792E0,-1.000151825E1,-1.445849991E1,-3.926046753E1,4.301700707E1
5.089187792E0,-1.020619965E1,-1.442149734E1,-3.921697998E1,4.301299357E1
5.099250792E0,-1.026611328E1,-1.462483215E1,-3.926696777E1,4.314132074E1
5.109313792E0,-1.005516052E1,-1.446563721E1,-3.928872681E1,4.305769347E1
5.119376792E0,-1.000757599E1,-1.441859436E1,-3.956460571E1,4.328285418E1
5.129439792E0,-1.043753815E1,-1.431531143E1,-3.917468262E1,4.299448921E1
5.139502792E0,-1.036138153E1,-1.434621811E1,-3.918777466E1,4.299830094E1
5.149565792E0,-1.031355286E1,-1.447090912E1,-3.919042969E1,4.303099304E1
5.159627792E0,-1.023860168E1,-1.428243256E1,-3.912487793E1,4.289024268E1
5.169690792E0,-1.018805695E1,-1.450935364E1,-3.891058350E1,4.275922538E1
5.179753792E0,-1.017291260E1,-1.441198730E1,-3.896853638E1,4.277546442E1
5.189816792E0,-1.021844482E1,-1.439673233E1,-3.895767212E1,4.277128398E1
5.199879792E0,-1.011470795E1,-1.436759949E1,-3.877661133E1,4.257183127E1
5.209942792E0,-1.029293060E1,-1.461875916E1,-3.898721313E1,4.289120338E1
5.220005792E0,-1.050123596E1,-1.448766327E1,-3.880319214E1,4.273003702E1
5.230067792E0,-1.023617554E1,-1.447781754E1,-3.863333130E1,4.250789077E1
5.240130792E0,-1.026714325E1,-1.440370178E1,-3.859539795E1,4.245568982E1
5.250193792E0,-1.024655914E1,-1.420425034E1,-3.875344849E1,4.252743199E1
5.260256792E0,-1.026906586E1,-1.438441467E1,-3.880172729E1,4.263729752E1
5.270319792E0,-1.022037506E1,-1.445666122E1,-3.879742432E1,4.264611651E1
5.280382792E0,-1.028385925E1,-1.399331665E1,-3.891201782E1,4.261121687E1
5.290445792E0,-1.019631195E1,-1.403750992E1,-3.906347656E1,4.274308907E1
5.300507792E0,-1.019462585E1,-1.411816025E1,-3.907324219E1,4.277816149E1
5.310570792E0,-1.029699707E1,-1.441693878E1,-3.916787720E1,4.298835745E1
5.320633792E0,-1.024540710E1,-1.450811005E1,-3.921701050E1,4.305145220E1
5.330696792E0,-1.031648254E1,-1.441320801E1,-3.937835693E1,4.318362389E1
5.340759792E0,-1.019796753E1,-1.454607391E1,-3.908062744E1,4.292880442E1
5.350822792E0,-1.021834564E1,-1.416604614E1,-3.910791016E1,4.283129799E1
5.360885792E0,-9.965797424E0,-1.425774765E1,-3.872460938E1,4.245227741E1
5.370947792E0,-1.018398285E1,-1.416105270E1,-3.899694824E1,4.272014621E1
5.381010792E0,-1.047297668E1,-1.420845795E1,-3.880490112E1,4.263078546E1
5.391073792E0,-1.037290955E1,-1.436203384E1,-3.931628418E1,4.312349093E1
5.401136792E0,-1.026453400E1,-1.433610153E1,-3.910607910E1,4.289720140E1
5.411199792E0,-1.042862701E1,-1.436661911E1,-3.929074097E1,4.311517519E1
5.421262792E0,-1.040627289E1,-1.429345703E1,-3.910775757E1,4.291864550E1
5.431325792E0,-1.025754547E1,-1.426336670E1,-3.941116333E1,4.314974697E1
5.441387792E0,-1.032435608E1,-1.410092163E1,-3.903729248E1,4.277076716E1
5.451450792E0,-1.025766754E1,-1.410413742E1,-3.887033081E1,4.260339251E1
5.461513792E0,-1.029326630E1,-1.436425018E1,-3.891650391E1,4.274081528E1
5.471576792E0,-1.018067169E1,-1.422309494E1,-3.904519653E1,4.278399091E1
5.481639792E0,-1.028372192E1,-1.442082596E1,-3.924499512E1,4.305676253E1
5.491702792E0,-1.015026093E1,-1.453652573E1,-3.926995850E1,4.308674990E1
5.501765792E0,-9.999320984E0,-1.422824478E1,-3.922589111E1,4.290804008E1
5.511828792E0,-1.006539917E1,-1.420999527E1,-3.890322876E1,4.262273377E1
5.521890792E0,-1.008164215E1,-1.446063995E1,-3.906796265E1,4.286088335E1
5.531953792E0,-1.009194183E1,-1.431970215E1,-3.912005615E1,4.286350374E1
5.542016792E0,-1.027455902E1,-1.418319321E1,-3.875595093E1,4.252943998E1
5.552079792E0,-1.025176239E1,-1.448843384E1,-3.869869995E1,4.257467234E1
5.562142792E0,-1.024349213E1,-1.436517715E1,-3.879507446E1,4.261860214E1
5.572205792E0,-1.011956787E1,-1.426907730E1,-3.884841919E1,4.260530360E1
5.582271792E0,-1.030865479E1,-1.417646790E1,-3.901959229E1,4.277580143E1
5.592333792E0,-1.041262054E1,-1.440047073E1,-3.877642822E1,4.265451453E1
5.602396792E0,-1.021621704E1,-1.407980347E1,-3.874606323E1,4.247198338E1
5.612459792E0,-1.056336975E1,-1.441246414E1,-3.864263916E1,4.257414079E1
5.622522792E0,-1.045610046E1,-1.435189438E1,-3.910070801E1,4.294382698E1
5.632585792E0,-1.052073669E1,-1.440882874E1,-3.874118042E1,4.265183825E1
5.642648792E0,-1.035131073E1,-1.434213638E1,-3.855697632E1,4.242035988E1
5.652711792E0,-1.002410889E1,-1.445567703E1,-3.897158813E1,4.275785354E1
5.662773792E0,-1.021507263E1,-1.446909714E1,-3.909396362E1,4.291899897E1
5.672836792E0,-1.020501709E1,-1.441155624E1,-3.904968262E1,4.285689022E1
5.682899792E0,-1.013827515E1,-1.443930054E1,-3.852392578E1,4.237181706E1
5.692962792E0,-1.002552032E1,-1.446132278E1,-3.856741333E1,4.239205451E1
5.703025792E0,-1.008213806E1,-1.416955185E1,-3.833825684E1,4.209807175E1
5.713088792E0,-9.979316711E0,-1.413595963E1,-3.837512207E1,4.209586809E1
5.723151792E0,-1.016875458E1,-1.418323898E1,-3.886050415E1,4.259937348E1
5.733213792E0,-1.026419067E1,-1.412209702E1,-3.878274536E1,4.253103070E1
5.743276792E0,-9.937629700E0,-1.406266785E1,-3.885144043E1,4.249646496E1
5.753339792E0,-9.995216370E0,-1.411233139E1,-3.903826904E1,4.269717435E1
5.763402792E0,-1.006426239E1,-1.415244675E1,-3.906616211E1,4.275214788E1
5.773465792E0,-1.016419220E1,-1.416015244E1,-3.900827026E1,4.272547096E1
5.783528792E0,-1.011570740E1,-1.388330841E1,-3.901257324E1,4.262692412E1
5.793591792E0,-1.006687164E1,-1.411422348E1,-3.918466187E1,4.284846479E1
5.803653792E0,-1.023217773E1,-1.411760330E1,-3.882751465E1,4.256266061E1
5.813716792E0,-1.032814026E1,-1.387635040E1,-3.905123901E1,4.271092191E1
5.823779792E0,-1.023283386E1,-1.402726364E1,-3.896658325E1,4.265992996E1
5.833842792E0,-1.003173828E1,-1.432485199E1,-3.879925537E1,4.255842308E1
5.843905792E0,-1.016082764E1,-1.418914413E1,-3.872018433E1,4.247148342E1
5.853968792E0,-1.010477448E1,-1.407297516E1,-3.869229126E1,4.239396773E1
5.864031792E0,-1.016069031E1,-1.428456116E1,-3.890731812E1,4.267397003E1
5.874093792E0,-1.027499390E1,-1.411449432E1,-3.894348145E1,4.267773655E1
5.884156792E0,-1.015249634E1,-1.412259293E1,-3.880889893E1,4.252824295E1
5.894219792E0,-1.029361725E1,-1.407572174E1,-3.887222290E1,4.260439193E1
5.904282792E0,-1.027546692E1,-1.409552383E1,-3.881387329E1,4.255332857E1
5.914345792E0,-1.016706085E1,-1.417995071E1,-3.878890991E1,4.253257176E1
5.924408792E0,-1.002503967E1,-1.429377365E1,-3.862545776E1,4.238796260E1
5.934471792E0,-1.007766724E1,-1.412968063E1,-3.870660400E1,4.241943476E1
5.944533792E0,-1.012031555E1,-1.411408997E1,-3.878820801E1,4.249886355E1
5.954596792E0,-1.033650970E1,-1.400668335E1,-3.880810547E1,4.253351222E1
5.964659792E0,-1.023534393E1,-1.401549911E1,-3.902929688E1,4.271396136E1
5.974722792E0,-1.006243134E1,-1.416473007E1,-3.897640991E1,4.267379327E1
5.984785792E0,-1.021992493E1,-1.435929489E1,-3.910687256E1,4.289503114E1
5.994848792E0,-1.025030518E1,-1.421926117E1,-3.884786987E1,4.261939861E1
6.004911792E0,-1.015866852E1,-1.400278473E1,-3.892263794E1,4.259399336E1
6.014973792E0,-1.022309875E1,-1.390784836E1,-3.881790161E1,4.248257854E1
6.025036792E0,-1.015229797E1,-1.392029953E1,-3.863961792E1,4.230678393E1
6.035099792E0,-1.036864471E1,-1.397512817E1,-3.855886841E1,4.230365627E1
6.045162792E0,-1.024727631E1,-1.389957428E1,-3.909408569E1,4.273818402E1
6.055225792E0,-1.015426636E1,-1.404994202E1,-3.880111694E1,4.249749018E1
6.065288792E0,-1.007614136E1,-1.407581711E1,-3.908337402E1,4.274537843E1
6.075351792E0,-1.040470123E1,-1.423057175E1,-3.885861206E1,4.267034932E1
6.085413792E0,-1.017443085E1,-1.420460129E1,-3.864932251E1,4.241532590E1
6.095476792E0,-1.001527405E1,-1.435423660E1,-3.903137207E1,4.277613620E1
6.105539792E0,-1.003643036E1,-1.417865372E1,-3.901162720E1,4.270446361E1
6.115602792E0,-1.012895203E1,-1.411666489E1,-3.862686157E1,4.235457864E1
6.125665792E0,-1.027600098E1,-1.416545486E1,-3.871228027E1,4.248407880E1
6.135728792E0,-1.034487915E1,-1.411816788E1,-3.903396606E1,4.277837883E1
6.145791792E0,-1.036651611E1,-1.401990509E1,-3.906613159E1,4.278066190E1
6.155853792E0,-1.034033966E1,-1.389987183E1,-3.887985229E1,4.256491484E1
6.165916792E0,-1.009459686E1,-1.407559204E1,-3.947177124E1,4.310503337E1
6.175979792E0,-9.940818787E0,-1.404931259E1,-3.953079224E1,4.311480717E1
6.186042792E0,-1.013754272E1,-1.412637711E1,-3.952038574E1,4.317621095E1
6.196105792E0,-1.021327972E1,-1.420708084E1,-3.927285767E1,4.299429704E1
6.206168792E0,-1.058787537E1,-1.397430038E1,-3.882794189E1,4.260273756E1
6.216231792E0,-1.018493652E1,-1.386502838E1,-3.895010376E1,4.258030680E1
6.226293792E0,-1.004457855E1,-1.416330719E1,-3.884454346E1,4.254869428E1
6.236356792E0,-1.034576416E1,-1.414582062E1,-3.892028809E1,4.268404739E1
6.246419792E0,-1.026844788E1,-1.419895935E1,-3.913510132E1,4.287898814E1
6.256482792E0,-1.048193359E1,-1.418632507E1,-3.888885498E1,4.270205841E1
6.266545792E0,-1.056740570E1,-1.388685989E1,-3.914831543E1,4.286146920E1
6.276608792E0,-1.034976959E1,-1.410769272E1,-3.903945923E1,4.278111851E1
6.286670792E0,-1.024336243E1,-1.424192429E1,-3.917074585E1,4.291976481E1
6.296733792E0,-1.022192383E1,-1.425486755E1,-3.917645264E1,4.292415890E1
6.306796792E0,-1.026111603E1,-1.411626053E1,-3.939175415E1,4.308444741E1
6.316859792E0,-1.017402649E1,-1.419328690E1,-3.908032227E1,4.280457681E1
6.326922792E0,-1.043059540E1,-1.439765930E1,-3.911639404E1,4.296722235E1
6.336985792E0,-1.028873444E1,-1.432667923E1,-3.915048218E1,4.294033126E1
6.347048792E0,-1.022602844E1,-1.436183167E1,-3.907910156E1,4.287201938E1
6.357110792E0,-1.032698059E1,-1.405124283E1,-3.894470215E1,4.267052588E1
6.367173792E0,-1.023134613E1,-1.430771637E1,-3.910180664E1,4.287589619E1
6.377236792E0,-1.004232025E1,-1.424008179E1,-3.920938110E1,4.290691893E1
6.387299792E0,-1.012250519E1,-1.446901703E1,-3.924237061E1,4.303232757E1
6.397362792E0,-9.992492676E0,-1.440977478E1,-3.916754150E1,4.291372539E1
6.407425792E0,-1.025182343E1,-1.430562973E1,-3.919754028E1,4.296740730E1
6.417488792E0,-1.003170013E1,-1.420910645E1,-3.899206543E1,4.269560727E1
6.427550792E0,-9.973587036E0,-1.413882828E1,-3.921231079E1,4.286005391E1
6.437613792E0,-9.902229309E0,-1.424123383E1,-3.940786743E1,4.305632244E1
6.447676792E0,-1.013267517E1,-1.434593964E1,-3.922543335E1,4.297803755E1
6.457739792E0,-9.934440613E0,-1.420083237E1,-3.935202026E1,4.299928196E1
6.467802792E0,-1.000801086E1,-1.416489410E1,-3.914288330E1,4.281319679E1
6.477865792E0,-9.924484253E0,-1.426938248E1,-3.939154053E1,4.305582573E1
6.487928792E0,-9.898971558E0,-1.409107208E1,-3.951583862E1,4.310509775E1
