Callisto_Wave_Number,Callisto_Spectrum,Callisto_Noise,Titan_Wave_Number,Titan_Spectrum,Titan_Noise
1245.384448,21.1383,4.4457,1245.384204,4.581,1.2148
1245.388594,15.9807,4.4195,1245.38835,4.68809,1.2035
1245.392741,11.521,4.39543,1245.392496,5.24916,1.19221
1245.396887,13.3148,4.3462,1245.396643,4.72046,1.18247
1245.401033,14.5499,4.31205,1245.400789,5.04656,1.16958
1245.40518,16.5647,4.26931,1245.404935,4.50083,1.15867
1245.409326,17.0805,4.22802,1245.409082,3.49783,1.14796
1245.413472,14.8285,4.20698,1245.413228,3.63621,1.14225
1245.417619,17.417,4.18928,1245.417374,4.46146,1.1369
1245.421765,17.8766,4.1352,1245.421521,4.45456,1.1246
1245.425911,15.0007,4.07231,1245.425667,5.90365,1.10872
1245.430058,16.5151,4.00578,1245.429813,6.38425,1.09086
1245.434204,20.1984,3.94729,1245.43396,5.69006,1.07357
1245.43835,18.7936,3.89208,1245.438106,2.63244,1.05637
1245.442497,15.962,3.82965,1245.442252,2.77642,1.04136
1245.446643,15.7968,3.77762,1245.446399,2.86403,1.02611
1245.450789,12.7018,3.7285,1245.450545,4.8503,1.01253
1245.454936,19.4466,3.67318,1245.454691,4.57011,1.00192
1245.459082,21.6718,3.64804,1245.458838,5.63566,0.988268
1245.463228,17.3482,3.60981,1245.462984,5.61968,0.976214
1245.467375,17.4353,3.55261,1245.46713,5.15991,0.962745
1245.471521,18.6882,3.50324,1245.471277,7.33224,0.94962
1245.475667,20.8713,3.4606,1245.475423,6.0565,0.938592
1245.479814,16.2324,3.4252,1245.479569,3.18961,0.929135
1245.48396,15.4181,3.39931,1245.483716,3.71136,0.918474
1245.488106,16.8511,3.36258,1245.487862,2.81857,0.909748
1245.492253,17.3157,3.33012,1245.492008,3.42384,0.901117
1245.496399,20.3006,3.30955,1245.496155,2.80131,0.89355
1245.500545,19.0266,3.27826,1245.500301,2.56469,0.884935
1245.504692,16.3767,3.24847,1245.504447,3.21828,0.8763
1245.508838,16.2873,3.2298,1245.508594,2.36801,0.869029
1245.512984,17.7931,3.20552,1245.51274,1.74932,0.861639
1245.517131,19.7607,3.17313,1245.516886,3.01051,0.854004
1245.521277,19.9984,3.13983,1245.521033,2.70995,0.848195
1245.525423,14.4999,3.11453,1245.525179,1.60304,0.842322
1245.52957,18.2799,3.09823,1245.529325,2.49123,0.836658
1245.533716,19.9307,3.09144,1245.533472,2.90773,0.832764
1245.537862,20.1745,3.0711,1245.537618,4.78611,0.827699
1245.542009,20.9941,3.04538,1245.541764,9.24104,0.821263
1245.546155,21.3693,3.02914,1245.545911,8.23456,0.818503
1245.550301,21.2212,3.0156,1245.550057,5.76011,0.814577
1245.554448,19.9259,2.99973,1245.554203,3.17296,0.809617
1245.558594,19.2923,3.00412,1245.55835,1.67306,0.809467
1245.56274,23.5043,2.9822,1245.562496,1.30494,0.804224
1245.566887,16.9361,2.97621,1245.566642,2.28736,0.801155
1245.571033,18.8107,2.98404,1245.570789,2.3325,0.804046
1245.575179,22.0097,3.00076,1245.574935,2.69635,0.807855
1245.579326,17.5712,2.99898,1245.579081,1.86841,0.807952
1245.583472,22.0503,2.99149,1245.583228,2.55637,0.809008
1245.587618,20.953,3.0025,1245.587374,2.81672,0.811975
1245.591765,15.7167,3.01515,1245.59152,2.84842,0.814789
1245.595911,17.8449,3.03329,1245.595667,2.44987,0.818917
1245.600057,22.7646,3.04452,1245.599813,1.91559,0.821191
1245.604204,21.7943,3.06155,1245.603959,2.2657,0.825425
1245.60835,19.086,3.07862,1245.608106,2.1356,0.829271
1245.612496,17.9587,3.10176,1245.612252,1.04116,0.83553
1245.616643,19.414,3.13095,1245.616398,1.80968,0.844597
1245.620789,20.9536,3.15993,1245.620545,2.57049,0.851974
1245.624935,20.0467,3.19994,1245.624691,2.08796,0.862648
1245.629082,20.5899,3.24012,1245.628837,1.91385,0.873348
1245.633228,19.4021,3.28051,1245.632984,1.9239,0.885296
1245.637374,28.6697,3.32926,1245.63713,1.88921,0.897437
1245.641521,19.0935,3.38765,1245.641276,1.38364,0.910651
1245.645667,22.2253,3.44639,1245.645423,3.61653,0.927885
1245.649813,20.3222,3.49992,1245.649569,1.04615,0.945082
1245.65396,22.9018,3.58321,1245.653715,0.846799,0.966603
1245.658106,22.8848,3.66139,1245.657861,2.91135,0.989229
1245.662252,21.2644,3.76123,1245.662008,1.96811,1.015
1245.666399,21.6453,3.87446,1245.666154,2.20646,1.04207
1245.670545,17.6294,3.98502,1245.6703,1.54539,1.07216
1245.674691,19.0595,4.10307,1245.674447,1.77016,1.10493
1245.678838,17.0756,4.24602,1245.678593,2.54484,1.14319
1245.682984,16.0593,4.4053,1245.682739,2.98473,1.18683
1245.68713,17.68,4.59289,1245.686886,1.9624,1.23603
1245.691277,18.1733,4.8055,1245.691032,1.66905,1.2899
1245.695423,14.2086,5.02869,1245.695178,1.27642,1.34955
1245.699569,13.9648,5.29237,1245.699325,0.38226,1.42044
1245.703716,19.6038,5.59394,1245.703471,1.31655,1.50031
1245.707862,16.2096,5.95128,1245.707617,1.71137,1.59131
1245.712008,21.1735,6.33566,1245.711764,1.19706,1.69677
1245.716155,17.9952,6.76585,1245.71591,0.315251,1.82478
1245.720301,9.25345,7.35682,1245.720056,2.91717,1.97291
1245.724447,28.4398,7.97739,1245.724203,2.35085,2.14228
1245.728594,19.2257,8.73856,1245.728349,0.0221628,2.34004
1245.73274,8.79068,9.55165,1245.732495,2.57628,2.56253
1245.736886,16.345,10.4633,1245.736642,3.07925,2.831
1245.741033,22.0578,11.6018,1245.740788,1.38855,3.12499
1245.745179,19.6838,12.7813,1245.744934,-0.213368,3.45292
1245.749325,14.1147,14.0298,1245.749081,2.77168,3.80532
1245.753472,7.77277,15.2031,1245.753227,1.52005,4.16065
1245.757618,3.72162,16.2942,1245.757373,-1.19001,4.49353
1245.761764,6.81623,17.3633,1245.76152,6.46979,4.7688
1245.765911,6.02035,17.8537,1245.765666,6.46755,4.95304
1245.770057,1.14214,17.9918,1245.769812,3.6285,5.04634
1245.774203,7.25283,17.9252,1245.773959,0.449523,5.04355
1245.77835,3.58576,17.4778,1245.778105,-1.67607,4.93632
1245.782496,0.581418,16.6414,1245.782251,-0.418604,4.73376
1245.786642,-6.15068,15.7031,1245.786398,-0.827453,4.47278
1245.790789,-8.388,14.5886,1245.790544,2.55366,4.19309
1245.794935,5.22113,13.5131,1245.79469,4.28423,3.88374
1245.799081,6.72285,12.5743,1245.798837,2.55721,3.58105
1245.803228,-4.11014,11.6591,1245.802983,6.4895,3.30372
1245.807374,15.0209,10.3943,1245.807129,5.02246,3.04848
1245.81152,11.0693,9.65212,1245.811276,3.19449,2.73074
1245.815667,20.2809,9.00532,1245.815422,4.86814,2.53752
1245.819813,16.2731,8.40851,1245.819568,3.4985,2.37092
1245.823959,6.18909,7.93248,1245.823715,11.0706,2.22209
1245.828106,3.32401,7.49651,1245.827861,9.18456,2.10034
1245.832252,10.4537,7.1451,1245.832007,8.85026,1.98916
1245.836398,25.8687,6.81535,1245.836154,9.66616,1.89957
1245.840545,20.6387,6.56495,1245.8403,11.337,1.8223
1245.844691,23.5213,6.31314,1245.844446,15.4879,1.75296
1245.848837,22.3063,6.1262,1245.848593,14.3825,1.69748
1245.852984,15.6399,5.95266,1245.852739,12.3535,1.6415
1245.85713,20.5268,5.81217,1245.856885,12.4182,1.59443
1245.861276,14.7932,5.68418,1245.861032,13.3467,1.55229
1245.865423,7.58598,5.52736,1245.865178,14.1619,1.51683
1245.869569,7.53132,5.40674,1245.869324,11.9999,1.48628
1245.873715,11.629,5.30857,1245.873471,11.862,1.45916
1245.877862,16.9431,5.21772,1245.877617,10.3049,1.43245
1245.882008,19.8379,5.13565,1245.881763,8.35,1.40733
1245.886154,14.7788,5.05443,1245.88591,7.87671,1.38435
1245.890301,14.1416,4.99482,1245.890056,6.1222,1.36526
1245.894447,10.613,4.92563,1245.894202,7.47028,1.34837
1245.898594,14.3772,4.88181,1245.898349,5.10264,1.33072
1245.90274,18.0136,4.84554,1245.902495,5.20386,1.31711
1245.906886,18.7562,4.77779,1245.906641,5.18091,1.30494
1245.911033,14.9736,4.73669,1245.910788,5.5252,1.28787
1245.915179,18.14,4.68083,1245.914934,6.99119,1.2775
1245.919325,11.3764,4.64233,1245.91908,6.23576,1.26404
1245.923472,15.2684,4.58697,1245.923227,4.36023,1.25251
1245.927618,18.7226,4.54222,1245.927373,3.20603,1.23939
1245.931764,15.7657,4.50948,1245.931519,2.75777,1.22574
1245.935911,17.4059,4.47051,1245.935666,3.93824,1.2137
1245.940057,18.2221,4.40781,1245.939812,4.26034,1.19931
1245.944203,20.9803,4.35047,1245.943958,2.93234,1.18622
1245.94835,16.2552,4.29954,1245.948105,4.05747,1.17192
1245.952496,9.73814,4.2462,1245.952251,3.65866,1.15538
1245.956642,9.72102,4.19264,1245.956397,2.15925,1.13937
1245.960789,12.7171,4.14045,1245.960544,2.68751,1.12336
1245.964935,16.1113,4.0943,1245.96469,3.09988,1.10451
1245.969081,14.8192,4.00785,1245.968836,2.54111,1.08567
1245.973228,12.3731,3.95219,1245.972983,3.8048,1.06962
1245.977374,9.273,3.90424,1245.977129,3.31499,1.05442
1245.98152,13.3487,3.82615,1245.981275,2.10475,1.03853
1245.985667,16.7414,3.7719,1245.985422,1.07743,1.02418
1245.989813,15.3613,3.72607,1245.989568,3.63704,1.00985
1245.993959,11.3297,3.67606,1245.993714,3.97215,0.999013
1245.998106,16.5855,3.64516,1245.997861,6.41891,0.986459
1246.002252,15.2061,3.58445,1246.002007,6.5243,0.971734
1246.006398,17.8912,3.54315,1246.006153,3.81554,0.959781
1246.010545,17.8384,3.50218,1246.0103,3.81317,0.945976
1246.014691,20.1472,3.43776,1246.014446,2.64053,0.932572
1246.018837,11.1879,3.41171,1246.018592,2.10593,0.920454
1246.022984,14.3363,3.35089,1246.022739,1.84218,0.907931
1246.02713,16.4531,3.31957,1246.026885,2.80874,0.896933
1246.031276,13.4479,3.28692,1246.031031,2.95819,0.887603
1246.035423,16.3405,3.24286,1246.035178,3.19092,0.878419
1246.039569,15.6875,3.20389,1246.039324,2.21865,0.869226
1246.043715,13.1774,3.16643,1246.04347,1.61799,0.858292
1246.047862,18.3258,3.11309,1246.047617,2.20998,0.847121
1246.052008,18.0336,3.08046,1246.051763,1.37744,0.837882
1246.056154,15.5274,3.06074,1246.055909,1.71585,0.829522
1246.060301,18.2862,3.0419,1246.060056,2.68168,0.821533
1246.064447,17.1923,3.00801,1246.064202,2.54573,0.814345
1246.068593,18.5464,2.97573,1246.068348,2.30056,0.805103
1246.07274,16.7923,2.94097,1246.072495,2.14292,0.798198
1246.076886,16.6608,2.9239,1246.076641,2.05819,0.79202
1246.081032,14.0064,2.90446,1246.080787,1.82917,0.786625
1246.085179,16.8419,2.89057,1246.084934,1.67742,0.781909
1246.089325,24.8947,2.87315,1246.08908,1.60911,0.776126
1246.093471,18.716,2.84481,1246.093226,2.51399,0.772202
1246.097618,16.8113,2.84635,1246.097373,1.56011,0.769061
1246.101764,19.3521,2.82836,1246.101519,2.52245,0.763164
1246.10591,18.3235,2.80644,1246.105665,2.15613,0.760735
1246.110057,19.1554,2.80138,1246.109812,1.74321,0.760168
1246.114203,17.5915,2.79025,1246.113958,1.97403,0.757409
1246.118349,19.0541,2.79663,1246.118104,1.96368,0.757008
1246.122496,19.0976,2.80228,1246.122251,1.71058,0.758185
1246.126642,18.6009,2.79635,1246.126397,1.92118,0.757937
1246.130788,16.6996,2.80338,1246.130543,1.59355,0.759689
1246.134935,14.5521,2.80945,1246.13469,1.9241,0.761713
1246.139081,14.5329,2.8207,1246.138836,2.73594,0.765397
1246.143227,19.0274,2.84246,1246.142982,1.3843,0.769569
1246.147374,19.3415,2.86383,1246.147129,0.842731,0.774374
1246.15152,17.8529,2.88784,1246.151275,1.57847,0.780499
1246.155666,14.8093,2.9064,1246.155421,2.01764,0.785886
1246.159813,16.622,2.89731,1246.159568,2.19583,0.787483
1246.163959,17.5621,2.88654,1246.163714,1.20496,0.78483
1246.168105,19.4726,2.87356,1246.16786,1.22943,0.781844
1246.172252,19.2805,2.86799,1246.172007,2.43431,0.780014
1246.176398,17.1633,2.86254,1246.176153,2.17221,0.779292
1246.180544,19.3226,2.87617,1246.180299,1.35343,0.779499
1246.184691,17.2293,2.87286,1246.184446,1.86448,0.780584
1246.188837,20.8436,2.88535,1246.188592,1.59058,0.781272
1246.192983,18.957,2.88732,1246.192738,1.21862,0.782398
1246.19713,16.8877,2.90296,1246.196885,2.16514,0.786765
1246.201276,21.2496,2.90899,1246.201031,3.11808,0.789978
1246.205422,18.5517,2.92817,1246.205177,3.67559,0.791715
1246.209569,19.4829,2.93482,1246.209324,2.38755,0.796416
1246.213715,18.7315,2.94228,1246.21347,2.11722,0.799698
1246.217861,18.0806,2.96254,1246.217616,1.36087,0.803083
1246.222008,20.7506,2.97749,1246.221763,2.56899,0.80801
1246.226154,20.2406,3.00149,1246.225909,2.48016,0.814239
1246.2303,19.2034,3.02903,1246.230055,2.29126,0.821693
1246.234447,20.0325,3.05379,1246.234202,2.13236,0.829105
1246.238593,19.4666,3.08436,1246.238348,1.53313,0.83719
1246.242739,20.7739,3.10793,1246.242494,1.86453,0.844053
1246.246886,19.7626,3.14348,1246.246641,2.55608,0.854788
1246.251032,18.4226,3.19298,1246.250787,4.06565,0.865311
1246.255178,20.0126,3.20944,1246.254933,4.4797,0.868772
1246.259325,15.7245,3.26685,1246.25908,2.00305,0.882476
1246.263471,18.6302,3.29128,1246.263226,1.0714,0.8896
1246.267617,15.825,3.31994,1246.267372,1.46837,0.899539
1246.271764,17.4528,3.34804,1246.271519,1.63506,0.910301
1246.27591,17.3368,3.38986,1246.275665,0.828394,0.923666
1246.280056,19.1545,3.44797,1246.279811,1.11924,0.93345
1246.284203,20.8558,3.48534,1246.283958,1.7064,0.946314
1246.288349,20.1391,3.54495,1246.288104,1.17498,0.959782
1246.292495,16.6218,3.58546,1246.29225,1.52241,0.972604
1246.296642,17.5181,3.64802,1246.296397,3.13579,0.987426
1246.300788,15.8655,3.70875,1246.300543,3.09327,1.0032
1246.304934,18.0391,3.76252,1246.304689,2.03143,1.02005
1246.309081,14.8595,3.83608,1246.308836,2.58587,1.03672
1246.313227,18.5847,3.9108,1246.312982,1.47699,1.05678
1246.317373,24.5277,3.97933,1246.317128,1.33116,1.07705
1246.32152,20.0561,4.06174,1246.321275,0.747232,1.09736
1246.325666,16.5823,4.15944,1246.325421,1.24048,1.11942
1246.329812,16.7047,4.24265,1246.329567,1.53062,1.14256
1246.333959,20.0977,4.33643,1246.333714,1.37699,1.16811
1246.338105,18.7983,4.43074,1246.33786,1.35085,1.19615
1246.342251,20.4498,4.54372,1246.342006,2.45839,1.22729
1246.346398,21.3058,4.67731,1246.346153,3.50356,1.26233
1246.350544,20.2466,4.79582,1246.350299,1.40206,1.29405
1246.35469,14.8059,4.93767,1246.354445,2.18825,1.33116
1246.358837,13.3966,5.06371,1246.358592,2.02227,1.37196
1246.362983,12.7307,5.26622,1246.362738,1.73935,1.41752
1246.367129,11.1675,5.45734,1246.366884,4.46371,1.4671
1246.371276,14.5864,5.66608,1246.371031,3.48728,1.52402
1246.375422,11.9862,5.91846,1246.375177,1.51841,1.59014
1246.379568,13.149,6.17176,1246.379323,1.94429,1.65954
1246.383715,18.0536,6.47631,1246.38347,0.553414,1.73832
1246.387861,26.5875,6.81236,1246.387616,3.28117,1.82765
1246.392007,22.7423,7.19319,1246.391762,4.13567,1.92758
1246.396154,9.59166,7.64423,1246.395909,2.7705,2.04175
1246.4003,12.8067,8.17044,1246.400055,3.16442,2.17761
1246.404446,17.2395,8.67882,1246.404201,2.51619,2.32832
1246.408593,16.1099,9.28068,1246.408348,4.45927,2.49608
1246.412739,15.2189,10.0055,1246.412494,2.73324,2.68713
1246.416885,12.6559,10.8034,1246.41664,2.34609,2.90276
1246.421032,21.3616,11.7116,1246.420787,3.65084,3.14201
1246.425178,12.4085,12.7074,1246.424933,2.25917,3.41531
1246.429324,3.999,13.7813,1246.429079,-1.70325,3.70804
1246.433471,14.1736,14.7902,1246.433226,-0.116052,4.01487
1246.437617,0.55215,15.9221,1246.437372,2.59698,4.327
1246.441763,-4.58617,16.8576,1246.441518,0.488057,4.61679
1246.44591,-15.6079,17.5974,1246.445665,2.44701,4.86225
1246.450056,4.60782,18.0204,1246.449811,5.84498,5.0257
1246.454202,-7.09412,18.2149,1246.453957,-0.0535767,5.09784
1246.458349,-33.898,18.1019,1246.458104,-5.0883,5.06024
1246.462495,22.2947,17.411,1246.46225,7.93266,4.91985
1246.466641,3.16617,16.6791,1246.466396,2.10565,4.72499
1246.470788,12.731,15.7749,1246.470543,3.64613,4.45153
1246.474934,4.47832,14.6711,1246.474689,6.35502,4.14578
1246.47908,10.6034,12.8547,1246.478835,6.24703,3.83609
1246.483227,13.8817,11.8403,1246.482982,6.93981,3.33772
1246.487373,8.38058,10.9067,1246.487128,8.18315,3.07115
1246.491519,14.0078,10.0529,1246.491274,8.02125,2.82814
1246.495666,4.42014,9.28602,1246.495421,8.84793,2.62069
1246.499812,10.4422,8.66237,1246.499567,7.8765,2.43666
1246.503958,12.2055,8.12757,1246.503713,8.62966,2.271
1246.508105,11.8917,7.65426,1246.50786,7.98848,2.13088
1246.512251,13.2252,7.24713,1246.512006,7.1566,2.00955
1246.516397,9.7708,6.88084,1246.516152,9.39513,1.90257
1246.520544,8.07574,6.54642,1246.520299,11.3393,1.81076
1246.52469,9.20727,6.27337,1246.524445,11.8712,1.73104
1246.528836,12.9061,6.02341,1246.528591,12.4134,1.66158
1246.532983,14.237,5.79504,1246.532738,12.8801,1.59733
1246.537129,15.9501,5.62389,1246.536884,12.3061,1.54162
1246.541275,16.5513,5.45495,1246.54103,13.7355,1.49396
1246.545422,13.901,5.29631,1246.545177,13.3398,1.45215
1246.549568,14.7874,5.15248,1246.549323,13.7985,1.41192
1246.553714,12.4212,5.05281,1246.553469,11.439,1.37835
1246.557861,11.5707,4.93279,1246.557616,10.3475,1.34663
1246.562007,14.7574,4.82944,1246.561762,9.82932,1.31668
1246.566153,18.0724,4.69994,1246.565908,10.7039,1.28343
1246.5703,15.6104,4.55614,1246.570055,8.48075,1.24877
1246.574446,10.3058,4.45923,1246.574201,8.63125,1.21667
1246.578592,13.6711,4.34341,1246.578347,9.34785,1.18739
1246.582739,17.9915,4.24521,1246.582494,11.9577,1.15912
1246.586885,14.1699,4.16347,1246.58664,12.8953,1.1347
1246.591031,11.8394,4.07952,1246.590786,12.1525,1.11216
1246.595178,10.9083,4.01109,1246.594933,10.9284,1.0908
1246.599324,13.6388,3.94178,1246.599079,10.7476,1.07245
1246.60347,13.6611,3.87573,1246.603225,7.34157,1.05632
1246.607617,17.2148,3.83086,1246.607372,6.82418,1.04202
1246.611763,13.2799,3.78828,1246.611518,5.78041,1.03115
1246.615909,15.2272,3.73852,1246.615664,5.16048,1.0189
1246.620056,15.7081,3.70333,1246.619811,3.93801,1.00494
1246.624202,15.1575,3.67195,1246.623957,4.18431,0.996701
1246.628348,15.8253,3.6413,1246.628103,5.7763,0.990015
1246.632495,13.664,3.62643,1246.63225,5.55452,0.983481
1246.636641,21.2432,3.60124,1246.636396,9.13354,0.980856
1246.640787,10.4034,3.59701,1246.640542,9.33631,0.978217
1246.644934,13.361,3.60131,1246.644689,11.4255,0.979589
1246.64908,17.691,3.59071,1246.648835,8.39364,0.97882
1246.653226,15.1671,3.61297,1246.652981,5.1771,0.980339
1246.657373,11.9501,3.62553,1246.657128,3.32137,0.983568
1246.661519,11.7732,3.63784,1246.661274,3.90336,0.991002
1246.665665,14.7293,3.67772,1246.66542,4.31044,0.99891
1246.669812,11.1097,3.69956,1246.669567,6.2278,1.00483
1246.673958,13.5794,3.72116,1246.673713,7.33252,1.012
1246.678104,14.5314,3.7639,1246.677859,7.46323,1.02187
1246.682251,15.1606,3.80465,1246.682006,3.79189,1.03157
1246.686397,16.6801,3.83876,1246.686152,2.62408,1.04183
1246.690543,15.2856,3.88351,1246.690298,2.31748,1.05552
1246.69469,14.347,3.94467,1246.694445,2.21123,1.07172
1246.698836,14.7194,4.01055,1246.698591,1.8483,1.08719
1246.702982,14.9493,4.08286,1246.702737,1.42012,1.10735
1246.707129,20.7539,4.15742,1246.706884,1.94412,1.13081
1246.711275,13.993,4.27651,1246.71103,2.44934,1.16068
1246.715421,17.1186,4.40992,1246.715176,2.24887,1.19155
1246.719568,12.1973,4.53873,1246.719323,1.79687,1.22831
1246.723714,12.1973,4.70083,1246.723469,2.89532,1.26985
1246.72786,15.1622,4.85554,1246.727615,2.76091,1.31523
1246.732007,18.0797,5.03845,1246.731762,4.30765,1.36261
1246.736153,15.4148,5.23485,1246.735908,2.65046,1.41106
1246.740299,6.50202,5.36458,1246.740054,3.68713,1.45537
1246.744446,12.9567,5.49207,1246.744201,2.95603,1.49354
1246.748592,8.3429,5.53304,1246.748347,1.44174,1.51569
1246.752738,11.9828,5.47899,1246.752493,2.4214,1.51266
1246.756885,7.98408,5.35739,1246.75664,0.823284,1.48121
1246.761031,17.8747,5.17422,1246.760786,-0.488472,1.43251
1246.765177,17.5329,5.00977,1246.764932,-0.463486,1.38091
1246.769324,11.2004,4.82598,1246.769079,2.10561,1.33042
1246.77347,12.6865,4.63644,1246.773225,2.53918,1.28268
1246.777616,21.4199,4.47046,1246.777371,2.70878,1.23674
1246.781763,20.9943,4.34527,1246.781518,2.57404,1.19569
1246.785909,19.9122,4.21925,1246.785664,1.46979,1.15775
1246.790055,24.3153,4.09228,1246.78981,0.866141,1.12393
1246.794202,19.2828,4.00442,1246.793957,3.20891,1.09752
1246.798348,22.6249,3.93681,1246.798103,3.74293,1.07274
1246.802494,21.9016,3.87158,1246.802249,3.49722,1.05277
1246.806641,19.8916,3.81168,1246.806396,2.3624,1.0377
1246.810787,18.5841,3.76732,1246.810542,4.23306,1.02395
1246.814933,15.0269,3.71174,1246.814688,7.71267,1.01556
1246.81908,13.4767,3.70711,1246.818835,10.3614,1.00832
1246.823226,11.9324,3.69348,1246.822981,13.165,1.00285
1246.827372,17.9891,3.64076,1246.827127,8.58491,0.991517
1246.831519,14.0163,3.58544,1246.831274,5.86348,0.97675
1246.835665,21.5,3.52079,1246.83542,3.85128,0.956376
1246.839811,21.452,3.45277,1246.839566,2.38345,0.939439
1246.843958,21.7399,3.399,1246.843713,1.13103,0.924783
1246.848104,15.5111,3.3548,1246.847859,1.93889,0.912201
1246.85225,18.4739,3.32229,1246.852005,4.08152,0.901833
1246.856397,19.2373,3.29062,1246.856152,3.09274,0.892495
1246.860543,18.7029,3.26436,1246.860298,2.8714,0.884216
1246.864689,17.9018,3.23311,1246.864444,2.13153,0.876571
1246.868836,16.6208,3.21476,1246.868591,2.46936,0.871388
1246.872982,13.807,3.20536,1246.872737,2.71542,0.866772
1246.877128,17.7274,3.19599,1246.876883,2.95169,0.864308
1246.881275,20.2806,3.19389,1246.88103,2.61054,0.862082
1246.885421,15.4366,3.19372,1246.885176,2.546,0.860613
1246.889567,14.2464,3.20516,1246.889322,2.76447,0.861594
1246.893714,12.8991,3.19177,1246.893469,3.46859,0.863091
1246.89786,17.3165,3.16352,1246.897615,6.41119,0.858995
1246.902006,19.2681,3.14503,1246.901761,9.49411,0.851463
1246.906153,14.7832,3.09947,1246.905908,12.6708,0.840545
1246.910299,15.5274,3.08183,1246.910054,11.3345,0.832703
1246.914445,19.5031,3.07184,1246.9142,6.65651,0.827346
1246.918592,16.5868,3.03876,1246.918347,4.4281,0.821264
1246.922738,18.9786,3.02654,1246.922493,2.93278,0.816287
1246.926884,20.3511,2.99153,1246.926639,2.13484,0.808755
1246.931031,23.8413,2.96135,1246.930786,1.02957,0.801927
1246.935177,20.5102,2.93961,1246.934932,1.39627,0.795416
1246.939323,17.5846,2.92054,1246.939078,2.3596,0.788543
1246.94347,19.6171,2.89472,1246.943225,1.5801,0.781329
1246.947616,17.8594,2.8722,1246.947371,1.78278,0.773816
1246.951762,18.9582,2.85603,1246.951517,1.62196,0.769523
1246.955909,19.2138,2.83183,1246.955664,1.7222,0.764308
1246.960055,20.1158,2.81278,1246.95981,2.17721,0.759257
1246.964201,22.1428,2.79394,1246.963956,1.98522,0.754975
1246.968348,22.2024,2.76742,1246.968103,1.27216,0.750583
1246.972494,21.7658,2.76535,1246.972249,1.19748,0.746643
1246.97664,24.311,2.75985,1246.976395,1.29096,0.742934
1246.980787,23.9733,2.74785,1246.980542,1.72472,0.739859
1246.984933,22.9178,2.72688,1246.984688,1.54943,0.737323
1246.989079,24.032,2.72055,1246.988834,1.35069,0.734453
1246.993226,21.9323,2.71344,1246.992981,1.05872,0.731414
1246.997372,18.3323,2.69766,1246.997127,0.605752,0.728562
1247.001518,20.4655,2.69716,1247.001273,1.3329,0.726795
1247.005665,23.9814,2.6886,1247.00542,0.932398,0.725077
1247.009811,20.3337,2.69707,1247.009566,0.51923,0.72597
1247.013957,22.7771,2.69517,1247.013712,0.288636,0.725499
1247.018104,22.1503,2.68741,1247.017859,0.442795,0.723268
1247.02225,21.6567,2.66685,1247.022005,0.997853,0.721711
1247.026396,25.7356,2.65763,1247.026151,1.646,0.718003
1247.030543,20.6118,2.64567,1247.030298,2.16202,0.714472
1247.034689,21.5295,2.63314,1247.034444,2.51446,0.712997
1247.038835,24.3754,2.63373,1247.03859,2.54922,0.712047
1247.042982,20.5639,2.63807,1247.042737,2.20664,0.710843
1247.047128,22.1213,2.64464,1247.046883,0.632873,0.711442
1247.051274,22.6955,2.64461,1247.051029,0.924288,0.711098
1247.055421,21.5839,2.62715,1247.055176,1.47395,0.709096
1247.059567,19.3534,2.61629,1247.059322,1.26459,0.70869
1247.063713,21.1023,2.61173,1247.063468,1.47143,0.708782
1247.06786,21.9721,2.61047,1247.067615,1.53287,0.70829
1247.072006,22.2584,2.60668,1247.071761,1.37976,0.708178
1247.076152,22.7407,2.61052,1247.075907,0.972406,0.708066
1247.080299,18.6984,2.6259,1247.080054,1.61812,0.709891
1247.084445,19.1034,2.64684,1247.0842,1.66821,0.714349
1247.088591,18.6742,2.64413,1247.088346,0.147538,0.714043
1247.092738,18.6779,2.62973,1247.092493,1.388,0.712373
1247.096884,18.0675,2.6287,1247.096639,3.88744,0.713767
1247.10103,24.6257,2.62824,1247.100785,3.7175,0.715127
1247.105177,23.1182,2.63873,1247.104932,3.8816,0.709883
1247.109323,17.4697,2.65708,1247.109078,2.56415,0.716696
1247.113469,23.7849,2.66808,1247.113224,1.35501,0.722077
1247.117616,22.7778,2.68504,1247.117371,0.906799,0.727652
1247.121762,22.9984,2.7042,1247.121517,0.110064,0.731445
1247.125908,20.5929,2.71664,1247.125663,0.900777,0.733585
1247.130055,21.1079,2.7257,1247.12981,1.33016,0.73641
1247.134201,19.4896,2.73731,1247.133956,0.764542,0.739467
1247.138347,19.8484,2.74555,1247.138102,1.00408,0.743193
1247.142494,21.6337,2.75326,1247.142249,1.02635,0.74696
1247.14664,19.9387,2.76775,1247.146395,1.87689,0.750648
1247.150786,22.2035,2.79805,1247.150541,1.41675,0.755703
1247.154933,19.4754,2.82141,1247.154688,1.05525,0.761163
1247.159079,19.8583,2.83896,1247.158834,1.6421,0.766568
1247.163225,20.2229,2.85562,1247.16298,1.27667,0.771336
1247.167372,20.2291,2.87478,1247.167127,0.667737,0.775735
1247.171518,24.0625,2.89488,1247.171273,0.623152,0.779539
1247.175664,23.232,2.90802,1247.175419,1.36103,0.785027
1247.179811,15.8606,2.92812,1247.179566,1.45995,0.78891
1247.183957,16.9252,2.93994,1247.183712,1.21011,0.794431
1247.188103,21.8322,2.95124,1247.187858,1.59998,0.799535
